"id"	"researcher_name"	"application_title"	"application_summary"
"589576"	"AlHaddad, Kamal"	"Convertisseurs électroniques de puissance à haute densité, haut rendement et à faible repercussions en termes d'harmoniques et d'interférences électromagnétiques"	"Il est prévu que plus de Soixante-dix pour cent de l'énergie électrique produite transite par des convertisseurs statiques de l'électronique de puissance, d'où l'importance majeure d'optimiser de ces unités de conversion dans le but de mieux utiliser les ressources énergétiques disponibles et à développer. L'évolution rapide des technologies de l'Électronique de Puissance durant la dernière décennie a rendu son utilisation très abondante, tant dans le secteur industriel moderne que dans la production, la transmission, la conversion et le stockage de l'énergie électrique. Dans la plupart des applications telles que la traction électrique, les lignes de transport haute-tension à courant continu, les micro générateurs à énergies renouvelables (éoliennes, panneaux photovoltaïques, piles à combustible), les entraînements électriques à vitesse variable, les chargeurs de batteries, les centres de communication, etc., les grandeurs électriques sont modifiées dans le but de répondre aux besoins de la charge. Cette conversion est naturellement assurée par des interfaces électroniques de puissance à base de semi-conducteurs. <br />Les objectifs visés par cette recherche sont:<br />Concevoir la nouvelle génération de convertisseurs électroniques de puissance à haute densité de puissance capables d'opérer à haut rendement énergétique et générant le minimum d'interférences électromagnétiques et de pollution harmonique.<br />Développer un nouveau concept de réalisation des nouvelles topologies de convertisseurs de puissance basée sur l'intégration des cellules commutables multiniveaux de tension, multicellulaire permettant de réduire les contraintes sur les semi-conducteurs de puissance tout en utilisant les nouvelles technologies SiC et GaN.<br />Développer de nouvelles techniques de modélisation en vue d'une simulation en temps réel et d'une commande utilisant la technologie FPGA direct des structures complexes de convertisseurs électroniques de puissance dont le nombre de semi-conducteurs dépasse la centaine.<br />Développer des techniques de modulation et de commande avancée des structures complexes permettant de commander les interrupteurs de puissance avec des FPGA associé à une isolation optique afin de minimiser les pertes par commutation tout en assurant une performance dynamique inégalée. <br />Former un personnel hautement qualifié, à la fine pointe de la technologie aux trois cycles universitaire et ceci en impliquant les étudiants de baccalauréat, de maîtrise et de PhD dans la conception, la réalisation expérimentale, et la mise au point de ces nouvelles technologies à déployer. <br />Assurer le transfert des technologies développées dans le cadre de ce projet d'envergure vers les partenaires industriels constitue un volet très important du programme de recherche et de formation des étudiants en plus de la publication des résultats dans les IEEE Transactions et dans des conférences IEEE<br />""578903,""Alhajj, Reda"
"589822"	"Ali, Shirook"	"Design, Optimization, and Fabrication of an Advanced Infrared Energy Harvesting System"	"The increasing energy demands of a growing world population and depleting fossil fuel reserves indicate the urgent need of seeking alternative renewable energy resources. The sun is an abundant source of clean energy whose radiation spectrum consists of ultra-voilet, visible and infrared (IR) regions. This program is about harvesting the Sun's IR energy and transforming it into usable power. The proposal will deliver world class nano-systems through ambitious nano-antenna array design built using nano-science materials and packaging. The proposed system is smart in that it can optimize its performance by sensing the environment and tracking the IR sources via the developed algorithms. The program grant will provide the opportunity to build the foundation for this long-term research effort. <br />The short-term goals of this research program fall into three main streams: First, modeling and design of nano-antennas. Maxwell's differential equations will be updated to include dispersive permittivity and permeability. Adjoint sensitivities for dispersive materials will be implemented. With these, broadband sensitivities will be available to the investigation with minimal simulation overhead regardless of the number of parameters of interest. The second stream, use the developed modeling tools using them in investigating different conventional (dipoles, bow-tie, and patch antennas) and non-conventional antenna structures (fractal and multi-feed antennas) as well as testing different materials for their packaging. The developed nano-arrays will be fabricated at the McMaster Micro- Nano-Systems Laboratory (MNSL), a $22.25M state-of-the-art facility funded by the Canada Foundation for Innovation (CFI). Different fabrication processes will be examined. This is to search for optimized tolerance and cost for mass production. <br />The third stream includes investigating the elements of the nano-system together to examine tracking algorithms for optimized harvesting capabilities. The systems performance will be measured in metrics such as the reflection and transmissions spectra of the electric field, the antenna EM radiation pattern(s), and power spectra of the nano-antenna where the output of the model is in units of emissivity vs. wavelength. <br />The outcomes of this project will benefit Canada in providing much needed technology for energy harvesting. This will have a significant impact on the strategic information technology sector of the Canadian economy. Active student involvement and training are central to the applicant's program. The applicant has strong ties to industry. This grant will enable the training of HQP offering them advancements in career opportunities. The applicant strongly believes that this research proposal will bring intellectual property, knowledge, and potential commercial deployment.""568408,""Ali, Syed"
"590241"	"Allili, MohandSaid"	"Segmentation sémantique et analyse des images et vidéos: approches par apprentissage et sélection de caractéristiques et applications"	"<p><span style=""font-size: 12.8000001907349px; line-height: 1.5em;""></span></p><p>Le besoin croissant de systèmes visuels autonomes génère un grand défi pour le développement d'algorithmes capables d'analyser et d'interpréter efficacement et automatiquement le contenu des images et des vidéos. Ceci est d'autant plus important vu la croissance fulgurante du nombre d'images et de vidéos et l'émergence de nouvelles applications pour aider l'humain dans ses tâches quotidiennes (ex. gestion des grandes bases de données d'images/vidéos, surveillance, robotique, navigation autonome de véhicules, etc.). Parmi les défis posés pour ces applications, la segmentation sémantique des images et vidéos est l'un des plus importants. Dans les images, le problème est lié à l'identification des catégories d'objets présents dans les images ainsi que leur segmentation. Dans les vidéos, en plus de la reconnaissance et la segmentation des objets, le problème est lié aussi à l'analyse et la reconnaissance des activités générées par ces derniers.</p><p>Malgré les développements remarquables en recherche des dernières années, la plupart des algorithmes actuels demeurent loin d'atteindre la capacité du système de vision humain pour la segmentation sémantique. Mon programme de recherche vise à développer des approches novatrices et originales basées sur l'apprentissage automatique et la sélection de caractéristiques, pour analyser, extraire et représenter l'information sémantique des images et vidéos. Pour les images naturelles, les approches combineront l'analyse du contexte, de la saillance et de la forme des objets pour guider la segmentation sémantique. Pour la vidéo, mon programme se focalisera sur l'intégration de la segmentation d'objets et la reconnaissance de leurs activités. En particulier, des approches tenant compte de l'analyse du contexte et des interactions entre objets seront développées pour l'analyse des activités individuelles et de groupes.</p><p>Mon programme de recherche apportera des avancées majeures dans les domaines de la vision artificielle et du traitement des images et de vidéos. En particulier, il mènera au développement de nouvelles approches pour l'analyse et l'extraction automatiques du contenu sémantique des images et vidéos. Il aura aussi des retombées pratiques sur le développement de nouvelles applications en amont avec les besoins de l'industrie des technologies de l'information et de la société Canadiennes. En particulier, mon programme mènera à des approches qui amélioreront la gestion des grandes bases de données d'images/vidéos (ex. recherche et l'indexation sémantiques des images/vidéos), la sécurité (ex. surveillance vidéo et détection de spams multimédias) et la télédétection (ex. segmentation de la végétation, des eaux, etc.). <br /><br /><br /><br /></p>""572719,""Allingham, John"
"591250"	"Allison, Robert"	"Role of stereopsis in locomotion and navigation: Interaction and interfaces"	"The overall theme and long-term goal of this research program is to develop a model of stereoscopic surface perception and its role in visually guided action. Stereoscopic depth or stereopsis arises from processing of the differences or `disparities' between the images in the two eyes and is important for the perception of surface shape, environmental layout and material properties. Such information is, in turn, important for the planning and execution of visually-guided movements including locomotion. The focus of the current proposal is to provide a better understanding of the perceptual cues humans use to make judgements of their environment that support their locomotion. We then apply this knowledge to help evaluate and develop more effective 3D user interfaces.<br />Recent studies (from our lab and others) and anecdotal reports demonstrate that binocular vision and stereopsis can provide substantial perceptual benefits at distances relevant to the moment-to-moment control of locomotion. In the current proposal I address the role of stereopsis in guidance of locomotion in real and computer-mediated environments with these short-term objectives: <br />1)   Investigating the role of stereoscopic vision in <em>p</em><em>erceptual decision making</em> including in the perception of our self motion and of the layout of the world through which we move. <br />2)   Understanding how these perceptions affect the <em>control and guidance</em> of locomotion, path planning and navigating.<br />3)   Assessing the implications in information display and for aiding <em>virtual reality (VR) and augmented reality (AR) locomotion.</em> We will develop design rules, guidelines and techniques for generation of stereoscopic imagery to support AR locomotion.<br />Given that the role of stereopsis in locomoting, orienting and navigating has not been well studied, in a series of foundational experiments we will extend our work on scene perception to the control of locomotor action. In particular we will examine the role that binocular vision plays in performing real world tasks such as ramp walking and walking on rough terrain. These experiments will be enabled by availability of state-of the art facilities such as our unique wide-field stereoscopic display.<br />This basic research will provide insight for developing effective 3D user interfaces, particularly in VR and AR. We will extend our work on the role of stereoscopic cues in the perception of self-motion and cognitive mapping in the real world and apply it to abstract and naturalistic 3D locomotion. Based on these experiments, we will recommend ways to augment real and virtual environments to support and extend these capabilities. The research will enable safer, more effective and more natural user interfaces for low vision aids, vehicular displays and other applications. Highly-qualified researchers will be trained on skills in human-computer interaction and visualization that are highly sought after by Canadian industry.""574385,""Allison, Robert"
"589362"	"Aravind, Alex"	"Development of Synchronization Algorithms and Simulation Systems"	"<p>A concurrent program is a set of sequential programs that can be executed in parallel and cooperate to a common goal. As concurrent programming is becoming a mainstream software development approach, it is among the most important topics in computer science. Therefore, it is our view that it is highly beneficial for Canada to take the lead in both research and the training of students in this emerging field. </p><p>Recent developments in hardware and software indicate that concurrent programming is inevitable in future software development.  It is gaining practical importance in many real-world applications such as event-based implementation of graphical user interfaces, real-time systems, multi-user games and virtual worlds, sensor networks, embedded systems and devices, etc. As indicated in a recent study, simple microcontrollers  produced by PIC, ARC, Altera, Marvell, and Freescale, are used in low-cost devices like basic cell phones, cameras, printers, music players, toys, etc., and billions of these devices are created annually and will continue to exist for years to come. Therefore, it appears that we are entering into the concurrent programming era. </p><p>The chief goal of the proposed research is to develop, verify and prove, and conduct performance studies on synchronization algorithms for concurrent systems. A concurrent system is a set of processes (or threads) whose executions either interleave or overlap in time. Concurrent systems span a wide spectrum of computing systems.  Although, in theory, numerous combinations of concurrent systems  are possible, only the systems where processes interact with one another warrant attention, and they often require careful investigation and deep understanding before implementation. We plan to focus our study on synchronization issues. More specifically, we are interested in developing and studying solutions for the mutual exclusion (ME) problem and its variations. ME is a fundamental synchronization problem, and most other synchronization problems inherit ME or its variants in some form. Our interests lie in designing and studying solutions (concurrent algorithms and constructions) for shared memory systems without using any special hardware, compiler, or operating system support.</p><p>Among concurrent systems, many software systems are life critical (such as medical systems) and some are high assurance (such as online financial systems and e-commerce). As software has become an integral part of our lives, the advancements in this domain will have ubiquitous influence. Therefore, concurrent programs designed for such systems must be thoroughly verified for synchronization issues and studied for performance before they are implemented and used in practice.  The prime motivation for our research is to ensure that the concurrent systems developed are safe, reliable, and efficient, well before implementation. </p>""584817,""Aravind, AlexAlagarsamy"
"590452"	"Arbel, Tal"	"Probabilistic Inference in Computer Vision and Medical Imaging"	"The objectives of the multidisciplinary research program proposed are to develop new probabilistic formulations for problems in computer vision applied in particularly challenging medical imaging contexts, such as those presented in neurology and neurosurgery, where they have the potential to lead to significant advancements in terms of robustness, accuracy or speed over traditional techniques. First, new sophisticated, multi-level probabilistic graphical models will be devised for a wide variety of open and difficult pathology detection and segmentation tasks in the domain of medical imaging. New, high level, irregular grid (i.e. non-lattice) random fields will be developed to properly represent contextual (spatial and textural) information.  Inference will iterate across voxel, lesion and context level random fields until convergence. Development of new graphical models for these domains will require departures from popular neighbourhood models, innovation in design of appropriate models for node and edge information, as well as appropriate inference techniques. In addition to theoretical contributions machine learning, medical image analysis and to computer vision, the resulting models should significantly improve a wide variety of difficult and important pathology detection and segmentation tasks in real, clinical domains, such as Multiple Sclerosis lesion segmentation, the segmentation of sub-classes of brain tumours, and breast cancer detection. Through collaborations with a local company, my research team will have access to the largest dataset of real, multicenter, clinical trial, manually annotated, patient MRI images of any medical image analysis group in the world in which to test the methods. <br />The research program also includes the development of new fast multi-modal image registration techniques for time-sensitive domains (e.g. image-guided neurosurgery), where, by embedding learned context-specific, probabilistic feature/pixel selection into the registration strategy, we hope to show significant speedups without compromising accuracy.  Probabilistic techniques will be developed for the analysis of neurological images, focusing on learning the variability of cortical folding patterns in different sub-populations (e.g. age, IQ) and to automatically discover biomarkers of neurological disorders, such as MS and Alzheimer's patients. This will lead to innovations in terms of robust feature learning and clustering in contexts with large variability.""582566,""ArbelaezMoreno, LinaMarcela"
"590567"	"Atkins, Stella"	"Novel human computer interaction methods and algorithms for medical applications"	"<p> </p>Efficient and effective human-computer interaction is essential for real-time medical applications. My program of research is to develop image processing algorithms and human computer interaction (HCI) techniques, with the long-term applied goal of expanding the role of smartphones into mobile healthcare applications. In the short-term, I will perform research in two distinct, complementary research areas: image analysis algorithms and eye tracking. Two important medical areas will provide context and data for this fundamental research: dermatology (skin) image analysis, and laparoscopic (keyhole) surgery training. With wearable eye trackers and augmented reality displays integrated into smartphones, these research areas will merge, by developing eye tracking and pupil responses as novel interaction controls for smartphone apps.<br /><strong>Image Analysis</strong>: Mole images acquired with a magnifying dermoscope attached to a smartphone camera can show several textural features just below the skin surface, not visible to the naked eye. Sophisticated dermoscopy image analysis algorithms will be developed and extended for application in a mole imaging smartphone app, to provide detailed quantitative analysis about these textural features. Image registration algorithms will be developed to identify changes in skin lesions over time. Interactive functions will be investigated to allow users to identify where the image is taken on the body and to monitor changes over time.<br /><strong>Eyegaze tracking</strong>: In laparoscopic surgery training, the surgeon looks at the surgery scene through a remote monitor display, and computer simulators are often used to teach novices expert strategies for eye-hand coordination. Eyegaze responses can differentiate novices and experts in surgery training, and I plan to develop new training methods based on so-called ""gaze training"", which encourages novices to adapt the eyegaze strategies of experts during eye-hand coordination tasks. Surgery training simulators will be developed for smartphones enhanced with eye tracking and hand motion sensors, employing novel interaction methods based on eyegaze glances, blinks and fixations. Furthermore, pupil responses, which provide insights into the physiological state of the user, can be used to monitor the state of the user while performing surgery simulations.<br />This research will advance and merge the fields of image analysis and human computer interaction.<br /><p> </p>""579097,""Atkinson, Adam"
"591010"	"Aycock, John"	"Tools and frameworks for computer security alternatives"	"<p>Our society is heavily reliant on our computers, devices, and networks, but there are still any number of problems making our computers secure, even- after decades of computer security research. Given the sheer volume of research in computer security, relatively little of it has translated into new, improved defenses that are deployed for the protection of end users. Arguably, computer users have seen stagnation or at best marginal improvements in their defenses, while at the same time the number of threats has increased dramatically. The long--term goal of my research program is to find novel methods for security that break from this status quo, radically in some cases, to find entirely new alternatives to the current state of computer security that users experience, and make users more secure. Practically speaking, I will be realizing this long--term goal through the construction of software tools and frameworks, meaning that the research work is not just seen in academic publications, but will result in software usable by others.</p><p><span style=""line-height: 1.5em;"">    In the shorter term, for the tenure of this grant, I will be looking at advancing my long--term goal in three areas: code obfuscation (protecting computer code), program execution monitoring and sampling (watching computer code), and computer systems (new ways to create and express computer code). These areas and the initiatives within them are not arbitrarily chosen. One guiding principle that underlies the security alternatives I'm proposing is how to employ the abundance of resources (e.g., computing power, network bandwidth, Internet--connected users) we either have presently, or will have in the next 5--10 years. A number of initiatives are being undertaken as a deliberate strategy of risk mitigation; this is a necessary consideration because what I am proposing is higher-risk work and not just incremental research.</span></p><p><span style=""line-height: 1.5em;""></span>    One novelty here is in identifying and challenging deeply- engrained assumptions related to security, e.g., anti--virus software must work a certain way, a solution must work on x86/ARM/Windows/Mac..., computer programming must be done a certain way. Proffering self-same defenses is simply not working, and effort needs to be expended on seeking revolutionary approaches to security rather than incrementally less-bad ones. The security of our computers must be improved, and leading the way with new approaches instead of following others is a good investment for Canada to make.<br /><br /></p>""571201,""Ayers, Paul"
"590855"	"Bagheri, Ebrahim"	"Dynamic Runtime Software Architecture Adaptation"	"<p>There has been a paradigm shift in the way data is constantly produced, procured and analyzed specially with the prevalence of social computing infrastructure. It has already been reported that 90% of all the data in the world has been generated over the last two years. Predictions indicate that the data growth rate itself will be exponential in the next few years. The unprecedented growth of data volumes has introduced exciting new challenges for the software platforms that deal with such voluminous amounts of data. </p><p>From a software development perspective, software applications need to exhibit desirable characteristics such as scalability, elasticity, and reliability in order to meet the minimum requirements associated with data volume and data growth rates. While the community has acknowledged the pressing need for innovative software platforms, a growing number of solutions do not address issues of scalability, elasticity and reliability at the software architecture layer, offloading these important considerations onto the data management layer through techniques such as data partitioning, data replication and distribution models such as MapReduce; therefore, entangling issues of data management with application scalability and elasticity. </p><p>This proposed research program on runtime reconfiguration and architectural adaptation of software platforms will develop architectural models, algorithms, techniques and tools that will efficiently handle and address challenges associated with the novel characteristics of data such as volume, variety, velocity and veracity. The main objective will be to develop dynamic runtime reconfigurable and adaptive software architectural models that would automatically react and adapt to varying data production and consumption patterns.</p><p>The concrete objectives of our work in this research program will be to: a) enable real-time architecture adaptation by developing model verification and validation techniques that automatically evaluate architectural alternatives without prior rule setting; b) provide scalability and elasticity by performing analysis on sampled low-overhead application profiling data that would point to architecture-level application partitioning or merging requirements; c) support runtime cost-efficient rollback of software architecture into already profiled and stable architecture checkpoints in order to proactively prevent or reactively resolve an undesirable quality or functional state; and d) enable predictive adaptation reliability estimation through modeling historical behavior of software applications as they correlate with measurable software architecture metrics.</p><p>The proposed program provides a solid foundation for HQP training including 2 PhD and 4 MASc students who will gain expertise in state-of-the-art software engineering, self-adaptive systems, and big data applications. </p>""577651,""Bagheri, Pooya"
"578453"	"Baillargeon, Sophie"	"Québec"	"CANADA"
