"id"	"researcher_name"	"application_title"	"application_summary"
"364234"	"Abid, ZineEddine"	"Defect-tolerant design techniques for nanotechnology integrated circuits"	"Silicon technology will be reaching its last node in year 2016.  This is due to the scaling down of the Silicon transistor towards its fundamental physical limitations of operation, causing a real barrier to further advancement.  New emerging nanotechnologies, based on new non-Silicon transistors and devices, are needed beyond the year 2016 to meet the projected performance of Very Large Scale Integrated Circuits and system-on-a-chip.  However, a large number of defects is expected due to the fabrication imperfections and non-deterministic self-Assembly process of these emerging nanotechnologies.  Such high defect density, although not as severe, is also expected for conventional Silicon technology once it reaches its sub-50 nm dimensions.  This causes a major limitation for sustaining the growth of Silicon technology requiring extensive work at the circuit level to overcome the presence of high density of defects.This research program focus is on the development of novel circuit techniques robust to the presence of large number of defects in fabricated electronic chips.  The objective is to reach the needed defect-tolerance level by using initially hardware redundancy, at the transistor and small gate levels, to mask defective devices and components in conventional Silicon technology.  Then more robust circuit techniques will be developed for non-Silicon nanotechnology along with new logic circuit configurations based on emerging nanometer devices.  Canadian Microelectronics Corporation provides the design tools and access to advanced Silicon technologies.  Such sources will be used for the development of novel circuit techniques to overcome some of the limitations of emerging nanometer devices.  Circuit models of these nanoscale devices, especially Carbon Nanotube transistors and diodes, will be developed.  This research work is critical to maintain the desired manufacturing yield and the continuous advancement of semiconductor technology.  This research will help reduce the industrial need for circuit designers in the nanotechnology field, by providing excellent training opportunity for students at the device- and circuit-level.""383582,""Abidali, Asraa"
"365686"	"Abidi, Syed"	"Semantic web framework for designing personalized information and adaptive web services"	"The sheer volume of information available over the Web has created the much-cited information overload problem whereby users are finding it cognitively stressful and difficult to find 'relevant' information. We are pursuing an Information Personalization (IP) research program that seeks to personalize the users web-based information mediation experience guided by a profile that characterizes their demographics, knowledge, interests, preferences, needs, goals and behavioural attitudes. Our IP approach extends beyond the prevailing techniques for personalizing the interface-level presentation of web-based information. Instead, we address the more complex issue of personalizing the actual information content delivered to users.Our research strategy is to work in concert with advances in web technology, in particular the Semantic Web. We recognize the potential of the Semantic Web to advance IP research, and therefore we propose to investigate the next generation of semantically powered reusable, shareable and interoperable IP methods and tools.  The objective of the proposed research program is to develop a web-based personalized multimedia information and services delivery system for the Web. The proposed system will dynamically personalize the information content and service functionality with respect to both the user's context and profile. The automated personalization capabilities will be context-aware-i.e. the system will sense the user's current task in order to respond with relevant information and services; pervasive-i.e. the system will provide personalized responses whenever the user interacts with the Web; and proactive-i.e. the system will invoke the appropriate personalization mechanisms. The personalization environment developed will serve as a workbench to custom-design web applications with context-aware, proactive and pervasive personalization capabilities.""369584,""Abielmona, Rami"
"364538"	"Abolmaesumi, Purang"	"Medical image processing and computer-assisted surgery"	"The applicant's research focuses on the deployment of advanced medical imaging in computer-assisted surgery and cancer diagnosis. In this research, real-time ultrasound imaging will play a significant role. In contrast to other conventional imaging techniques, ultrasound is a non-ionizing tool (which is especially important when performing operations on children and pregnant women), has significantly lower cost, and allows real-time visualization of the anatomy throughout the procedure. A probabilistic framework that could efficiently and automatically segment and register bone surfaces from ultrasound data is proposed. This framework will be utilized in the development of novel techniques in computer-assisted orthopaedic trauma surgery. The framework will be extended to generate statistical anatomical atlases and atlas-based registration techniques, as well as deformable registration of soft tissue for adaptive radiotherapy.Another aspect of the applicant's research involves applying computing techniques to ultrasound-based prostate cancer diagnosis. The innovative hypothesis is that there is a chaotic dynamic governing the interaction of ultrasound and the tissue. This hypothesis will be verified by extracting fractal and statistical features from raw ultrasound echo signals, collected from prostate tissue.  The extracted features will be correlated with the existence and staging of cancer using advanced classification techniques.This interdisciplinary research will be performed in close collaboration with leading clinicians. The algorithms will be designed with direct clinical applications in mind, expected to greatly impact Canada's healthcare sector. The research program has significant training potential for graduate students, where they will learn to translate their technical knowledge to high-impact medical problems with practical implications.""364330,""Abolmaesumi, Purang"
"364336"	"Aitken, Victor"	"Evidential reasoning for adaptive state and parameter estimation in nonlinear systems"	"State and parameter estimation is fundamental to control and modeling in many disciplines. Parameter estimation is needed to implement system models that, together with estimates of the current state, are used to formulate intelligent decisions based on sensor information, to compute feedback control signals, to adapt the model or control algorithms and/or parameters, and to build a representation of the operational environment. Classical approaches to state and parameter estimation, such as Kalman or related Bayesian methods, are largely based on linear Gaussian assumptions under which it is sufficient to estimate the mean and covariance of prior and posterior density distributions of the estimates. More recently, new methods have been developed for nonlinear systems based on sequential Monte Carlo particle filtering and its many variants. Particle filters carry more complete information using a point mass representation of probability distributions rather than just the mean and covariance. Our recent research has evaluated particle filtering methods for nonlinear applications and has contributed new techniques to improve performance and robustness of the methods and also to introduce evidential reasoning for representation and accumulation of knowledge based on the Dempter-Shafer theory of evidence. Resources requested under this proposal will fund graduate student research to develop, implement, and test new methods for evidential reasoning in particle filtering for parameter and state estimation. In our research, we will target applications in vehicular robotics, but the results are expected to be applicable to many diverse applications.""378140,""AitMohamed, Otmane"
"366203"	"Alexandrov, Dimiter"	"Excitons of the structure and their application for design of electron devices"	"This research proposal deals with the design of a new field effect transistor (FET) and the investigation of the properties of nitride semiconductors. The FET applies a new principle for formation of the channel conductivity based on tunnel injection of charges (electrons or holes) through a hetero-junction. These charges are a product of destroying of excitons of the structure located in the region of the hetero-junction. The proposed configuration includes a high resistance layer of GaN that acts as a FET channel. The hetero-junction is formed between this layer and an InGaN layer. The excitons of the structure are located within the InGaN. They are being destroyed if an electrical field of sufficient strength is applied on the GaN/InGaN hetero-structure. If the positive pole of the electrical field is connected to the FET-gate, the electrons of exciton origin penetrate into the GaN layer forming electron-type conductivity. If the negative pole is connected to the FET-gate, the holes of exciton origin penetrate into GaN forming a hole-type conductivity. In both cases the charge penetration is based on tunnel injection through a hetero-junction and the charges penetrate into the semiconductor with wider energy band gap (GaN). N-channel FET and p-channel FET are subjects of both design and technological performance. The objective of the project is to create a fast FET with potential application in both high frequency circuits and fast VLSI circuits based on nitride semiconductors. The dielectric function and the life-time of the excitons of the structure of several semiconductors related to InN are subjects of theoretical and experimental investigations according to the proposal. The electron band structure and the properties of MnGaN will be studied as well, because MnGaN is a promising semiconductor with application in both conventional and cryogenic electronics.""366969,""Alexson, Tania"
"366298"	"Allili, Madjid"	"Computational topology methods for data analysis and shape modeling"	"Topology is a branch of mathematics that deals with spatial properties of objects that are preserved under continuous deformations (such as stretching or squeezing an object without tearing or gluing any of its parts). In this branch, we do not ask how big an object is or what is its extension in space but, rather; is it all connected together, or can it be separated into many parts? Does it have any holes or cavities in it? It turns out that these types of properties allow us to design very powerful and flexible methods to distinguish between objects in space and to analyze high dimensional data sets. Many of these methods rely on the extraction of content descriptors capturing global and qualitative properties of the objects and the  data sets. In each case, the goal remains to extract features that enhance our understanding of the shapes of objects and the measured data and allow us to represent them in structures that are easy to manipulate for subsequent processing.      The main objective of this proposal is to utilize a combination of a theory from topology and the power of computing to solve problems in imaging and other fields where analysis of data sets is a key issue.  We will develop topological and algorithmic tools that allow automatic identification, location, and classification of qualitative features of data sets, such as the presence of corners, edges, peaks, pits, passes, and ridge and ravine lines, and their higher dimensional analogues. Once these features are extracted, different techniques are used to analyze relationships between them and represent their configuration in structures such as graphs which allow us to handle this information in an abstract way. We also aim at developing efficient topological shape descriptors for the representation of three-dimensional objects. 3D models are used in the design of objects and components, and are archived to enable reuse and rapid prototyping of new products. The World Wide Web enables access freely or commercially to these digital archives. Thus, it becomes imperative to develop efficient methods for comparison and matching of 3D shapes to enable automatic 3D shape retrieval.""371199,""Allili, MohandSaïd"
"363530"	"Amirfazli, Alidad"	"Surface engineering through chemical & topographical manipulation and drop dynamics on such surfaces"	"Nature provides examples of surface engineering in Lotus leaves that are self-cleaning when rain drops roll on these leaves. This amazing self-cleaning property is due to surface topography, chemistry and drop motion. Understanding the physics of drop motion on solid surfaces and what can facilitate or hinder this motion at early stages of movement along with how and what can be done to a surface chemically or topographically to manipulate drop movement are the subjects of this proposal. The implications of understanding above issues is not only of academic interest, but also of industrial applications; e.g., engineered surfaces for fuel cell can allow drop shedding in channels to avoid their flooding resulting in enhanced efficiency, or condensers that operate in drop-wise rather than film condensation mode, which will have much improved performance.             To develop tools to manipulate surface chemistry, we will further advance the direct laser patterning (DLP) technique for alkanethiol self-assembled monolayer surfaces. DLP will be used to produce surfaces with chemical gradients by modulation of laser power during scanning of the beam. We will also study the fundamentals of DLP, e.g. scaling of the pattern feature sizes with velocity of the scanning beam, and extension of DLP to alkylsilanes on silicon. Hot embossing will be used to engineer desirable surface topographies, e.g. hierarchical micro/nano-textured surfaces seen in Lotus leaves. The precise control of surface texture afforded by the novel approach of hot embossing allows us, to thermodynamically using free energy analysis, study apparent contact angle and contact angle hysteresis for textured surfaces. The incipient motion of drops subjected to an airflow for drops of various size and intrinsic contact angles on homogenous, and on textured or pattered surfaces with chemical gradients will be studied. These studies ultimately provide the toolboxes for creating smart surfaces with engineered surface texture and chemistry needed for above applications. This research enables training of 11 students in the highly interdisciplinary area of surface engineering to support Canada's needs for technology driven economy.""363529,""Amirfazli, Alidad"
"364124"	"Anantram, Manjeri"	"Quantum mechanical modeling of nano and bio-nano devices and sensors"	"Research activity in Electrical Engineering is experiencing a paradigm shift in focus, from submicron to nano electronics. This has the potential to revolutionize Electrical Engineering, with the creation of an entirely new class of devices, based on novel materials and device physics. The laws of quantum mechanics will greatly influence the behavior of these nanodevices, which will lead to lower power dissipation per logic operation, and higher functionality per unit volume and weight. Owing to their large surface to volume ratios, nanodevices are also opening up new solid-state technologies for chemical and biological sensing, with unprecedented single molecule sensitivities. It is not clear as to which of the emerging technologies will eventually come to stay. To enable rapid progress, there is a need to design devices with optimal performance. This can be achieved through theory and realistic modeling that accounts for the underlying device physics and properties of nanomaterials. As fabrication of nanodevices and nanomaterials are expensive, we believe that modeling can play a leading role, in isolating the winning nanotechnologies in a cost-efficient manner, and exploring new nanodevice concepts. The overall thrust of the proposed research activities is to build a strong focus in the computational study and design of nanodevices, at the University of Waterloo. This will be materialized by building upon our expertise in modeling nanodevices and nanosensors, based on the equations of quantum physics and atomistic methods.  The proposed work will aid in the creation of HQP in the area of computational nanoelectronics in Canada, and help create a center of excellence in computational nanotechnology at the University of Waterloo.""377263,""Ananvoranich, Sirinart"
"361041"	"Andrews, Robert"	"Removal of endocrine disrupting compounds and pharmaceuticals in drinking water treatment"	" In Canada, an increased demand for high water quality and stringent regulations are the main drivers for seeking alternatives to conventional water treatment processes.  In addition, the detection of endocrine disrupting compounds (EDCs) and pharmaceutically active compounds (PhACs) in wastewater effluents as well as drinking waters has brought increasing attention with respect to potential treatment methodologies for their removal.       This research will examine three methods that may potentially be easily implemented in water treatment facilities.  Powdered activated carbon (PAC) has been used for decades for taste and odour removal, however it is also known as a means to remove organic micropollutants.  The proposed research will examine the ability of PAC to remove a range of EDCs and PhACs.  In addition, it will provide data that may be used by other researchers in assessing whether this technology should be considered for emerging compounds.  Ultrafiltration, a practice that is now being adopted as an alternative to conventional filtration, will be examined as a means of micropollutant reduction by combining it with PAC.  Various methods of PAC addition prior to membranes will be studied.  Finally, the use of granular activated carbon (GAC) will be assessed using both methods that are currently avilable and also simpler ones that are being developed and may be more easily adopted by water treatment utilities and consultants.""361040,""Andrews, Robert"
"364991"	"Areibi, Shawki"	"A unified congestion driven power aware methodology for VLSI physical design automation"	"The layout of integrated circuits on chips and boards (physical design) is one of many interrelated complex tasks in VLSI circuit design. A major portion of the research in the area of design automation has been devoted to the development of efficient and easy-to-use systems that support circuit layout. Today's embedded systems contain various combinations of different components in the form of microprocessors, memories and application specific integrated circuits (ASICS). All this cannot be achieved without advanced and suitable CAD tools including physical design automation. The interconnect delay in VLSI circuits has become a critical determiner of circuit performance. It seems to become more and more important to know the impact of interconnection on speed and power consumption early in the design trajectory of high-performance processors and Systems-on-Chip. As a  result, circuit layout is starting to play a more important role in today's chip designs.Advances in process technology are driving the convergence of communication, computing, and sensor technologies onto a single silicon substrate -- Systems on a Chip (SoC). SoC will change the way future civilian/military systems are conceptualized and designed. Opportunities created by this development for electronic companies are clear, but with these possibilities also come significant design issues that have to be addressed and grand challenges that must be solved. The proposed approach seeks to achieve the following milestones: (i) integrate mathematical based methods with advanced meta-heuristics to solve the underlying hard optimization problems in circuit layout for Systems-on-Chip effectively and efficiently, (ii) reduce thetremendous complexity associated with System-on-Chip design by utilizing hierarchical/multilevel optimization approaches, (iii) tackle the low power design problem by considering it early and within physical design sub-problems, (iv) speedup the algorithms developed using special hardware accelerators for partitioning, placement and routing.""369785,""Arès, Richard"
