"id"	"researcher_name"	"application_title"	"application_summary"
"615919"	"Aamodt, Tor"	"Energy-Efficient Programmable Accelerators"	"For 50 years computing systems have benefited from exponentially increasing performance per dollar. The first microprocessor was fabricated using 10 micrometer transistors in 1971 while recent designs have been manufactured using 14 nanometer transistors. The resulting five-orders of magnitude increase in transistor density combined with three orders of magnitude increase in clock frequency has enabled computing to change from handling only simple business calculations to supporting machine learning algorithms rivaling humans in accuracy and led to the emerging ""internet of things"" that promises to broadly increase convenience and productivity. However, the rate of transistor scaling will likely slow significantly after the 5nm process node threatening such visions for the future. Indeed, transistor threshold voltage scaling essentially stopped a decade ago resulting in stagnant clock frequencies, a shift to multicore and more recent concerns about ""dark silicon"". While alternative technologies (e.g., quantum computing) may provide excellent long term solutions these will take decades to fully develop resulting in a ""fallow period"" during which computing system capability will stagnate unless alternatives are found. In principle, computing system capability can be improved by orders of magnitude by exploiting specialized hardware. This promise comes at the expense of reduced flexibility and/or difficult programming models. The long-term goal of this research program is to enable order-of-magnitude improvements in computing capability per dollar versus today's computing hardware for diverse software applications. Such an improvement will almost certainly benefit business and society in general. For example, such increases could benefit society enabling more sophisticated machine learning to be applied embedded internet-of-things devices. An order of magnitude gain in computing capability could translate into the difference between a IoT enabled fridge that emails you if the milk is about to reach its use before date, and one that recognizes you are getting bored with your food choices and suggests a shopping list based upon past preferences and your family's health goals.This research program will tackle these goals by exploring both software and hardware approaches to improve the tradeoff between ease of software development and increasing computing capability by exploiting specialized hardware. The expected outcome is insights into how best to structure future computing systems so that the currently robust software industry remains viable past the end of Moore's Law. Canada will benefit because there is a growing number of computer hardware (Intel, AMD, Qualcomm) and software (Electronic Arts, IBM, Microsoft) companies with an RD presence here that can readily leverage these insights.""604464,""Aarab, Azzouz"
"614596"	"Abran, Alain"	"Software Estimation & Measurement Issues"	"The research hypothesis is the following: the software development process shares some characteristics with traditional engineering production processes implemented in the manufacturing of high technology products. For example, performance can vary across ranges of outputs: it may display economies of scale within some range, and it may display diseconomies of scale across other ranges of outputs. To overcome such diseconomies of scale within some range of a specific manufacturing design, production engineers design another production process with a larger capability to handle larger volumes of outputs. To investigate empirically the proposed theory and related hypotheses for software estimation purposes, requires an access to a large set of software projects for which not only specific variables must be available, but as well information about the projects size classification specific to each organization. Statistical studies will be carried on with data from two large repositories of software projects.Once research insights obtained on the presence-absence of economies-diseconomies of scale, we will revisit causal factors and related productivity impacts across size ranges, project scope and across organizations. Research will be conducted for estimation for pre-project, in-project and post-project contexts.""605406,""Abtahi, Shahen"
"616115"	"Achar, Ramachandra"	"Managing the Complexity of Multi-Physics based High-Speed Electronic Designs"	"The rapid advances in the global electronics industry have made the communications and computing products to be part of day-to-day life and highly pervasive. The massive user demand for higher bandwidth and advanced communication as well as better information management are necessitating newer generations of multi-function electronic circuits and systems that operate with lower-power and sharper excitations. However, due to such high data rates and the desire for nanoscale designs, high-frequency and high-density related issues are fast becoming the dominant factors limiting the performance of electronic designs. Consequently, it is imperative to note that, the traditional/artificial boundaries between different design disciplines such as circuits, electromagnetics, thermal and mechanical, etc. are fast vanishing and mixed-domain design challenges are emerging. Designers, while being challenged with the increasing need for multiphysics based co-design and co-analysis involving diverse and heterogeneous design modules, are not adequately supported by the currently available design framework and methodologies. To address the above difficulties, following research initiatives are proposed to develop a new-frame work and design methodologies focused on high-speed electronic circuits and systems:(a) Development of efficient and accurate multiphysics based frameworks for mixed-domain analysis of analog, digital, radio frequency (RF), electromagnetic (EM) and microelectromechanical (MEMS) modules.(b) Development of signal, power and EMI (electromagnetic interference) co-design and co-analysis methodologies and tools, focusing on advanced interconnect models, power distribution networks and tabulated data based subnetworks.(c) Development of novel circuit simulation and optimization methodologies with emphasis on exploiting the emerging multicore computational platforms.The proposed research initiatives are focused on strategic issues, to advance the state-of-the art in various aspects of high-speed and low-power applications in a wide range of electronic design levels. The impact of the proposed research would be to facilitate the development of new generation multidisciplinary framework for concurrent analysis and validation of high-speed modules encompassing all levels of VLSI design hierarchy, such as on-chip, multi-chip modules, interconnects, packages and printed circuit boards. The outcomes of the proposed research initiatives are expected to expand the horizons of existing design platforms while reducing the design cycle time of new products, leading to innovative multi-function electronic and communication products entering our markets, resulting in a healthier Canadian and global economy.""599928,""Achari, Gopal"
"615661"	"Afsahi, Ahmad"	"Efficient and Scalable Communication and System Software for Exascale Computing"	"High-Performance Computing (HPC) is used to tackle computationally-intensive problems in fields as diverse as green energy and biofuels, cancer research and drug discovery, weather forecasting and climate change, seismic processing for oil and gas, genomics and bioinformatics, astrophysics, material science, automotive, defense, data mining and analytics, and financial computing. It is the key to many scientific discoveries and engineering innovations. However, the demand for more computational power is never ending. Far more computational power on much larger-scale machines is required to unravel the scientific mysteries.The Message-Passing Interface (MPI) is the de facto standard for communication in HPC systems, and by far the dominant parallel programming model used by large-scale scientific and engineering applications. Processes in such applications compute on their local data while extensively communicating with each other through the interconnection networks. MPI has proved to be scalable and is smoothly transitioning in the current systems. However, on extreme-scale systems that are characterized by massive parallelism, highly hierarchical architectures and communication channels, smaller memory per core and heterogeneity, there will be immense pressure on the interconnection networks and communication system software to deliver the required performance and scalability. This research seeks to address the challenges for high-performance and scalable communication subsystems on extreme-scale systems. The proposed research is highly original and innovative in the sense that it addresses key questions in high-performance communications and system software in MPI and hybrid MPI+X programming models. Such research will pave the way for adoption by industry. The outcome of this research will be relevant to various sectors in Canada, including Environment Canada, Compute Canada, Canada Genome Sciences Centre, automotive and oil/gas industries, and ultimately the Canadian public at large. It is expected that the findings from this research will have significant impact on the target community, and that it will lead to new directions for future research. In such a key and fast-paced field, the results of this research will keep Canada at the forefront of science and technology. The proposed research is ideal for training HQP in that it has a strong foundation that translates immediately into practical applications and implementations. There is a high demand for graduates in HPC and networking, and the HQP trained will be well positioned to compete for jobs in academia and industry.""613474,""Afshordi, Niayesh"
"616419"	"Ahmad, MOmair"	"Design and Implementation of Digital Signal Processing Algorithms for Communication, Biomedical and other Applications"	"Design and Implementation of Digital Signal Processing Algorithms for Communication, Biomedical and other ApplicationsThe field of digital signal processing (DSP) has experienced explosive growth during the past couple of decades. The DSP techniques have become integral parts of the products and services that we need or encounter in our daily lives. The research efforts of the applicant in this area during the past five years have led to some very concrete results that have been shared with the international scientific community, both from academia and industry, and have given rise to new ideas and directions that need to be further investigated. The overall objective of the proposed research program is to develop efficient algorithms and architectures and to lay sound mathematical foundations for reliable processing of image, video, biomedical and genomic signals, and cost-effective implementations for communication, biomedical and other applications. Discrete transforms are essential to signal processing tasks. To this end, new parameterized transforms capable of optimizing the performance of given applications will be investigated. Presence of noise makes the automatic interpolation of image data very difficult. Another concern is the security of the image data. This research will investigate the suitability of the various signal transforms and the statistical models of the transformed image data in finding effective solutions to the problems of denoising and watermarking. Object detection and tracking in images and videos have important applications in surveillance, traffic management and in cell biology. A study to develop a suitable collaborative model for detection based object tracking will be undertaken. Automatic cell cycle analysis is important for discovery of new drugs and in life science research. This research will aim at developing in a signal-processing framework the detection, tracking and identification of the different phases of cells in time-lapse microscopic images to automate cell cycle analysis while meeting challenges of clustering, deformation and uneven motion of cells. Proteins are the most important molecules in living organisms as they are involved in every function of the cells such as signal transmission, metabolic regulation, transportation of molecules and defense mechanism. Insertion and deletion of amino acids are common events that lead to the evolution and variations in protein sequences. This research will focus on developing signal processing techniques for alignment of multiple protein sequences by employing the information on insertion/deletion regions in the protein sequences. Use of a reliable personal identifier is a necessary to fight identity fraud. This research will investigate the score-level and feature-level fusions of multiple biometric traits in order to improve the recognition rate of multimodal biometric systems.""616688,""Ahmad, Rafiq"
"616387"	"Aitchison, JStewart"	"Photonic Biosensors for Point of Care Diagnostics, Monitoring and Screening"	"The combination of photonics and microfluidics provides an opportunity to develop portable medical diagnostics, screening and monitoring systems. These high quality, point of care testing systems enable health care technologies to be taken directly to the patient. Such systems have particularly important applications in developing countries where there is often a lack of access to state of the art medical diagnostic facilities. However there is also potential for their use in developed countries, which are struggling with spiraling health costs and where low cost portable diagnostics can provide more rapid results which leads to more effective care. In addition point of care systems open up the possibility of personalized treatment whereby the effect of medications can be monitored in real time and effective dosages optimized on an individualized patient basis.To make point of care testing a reality, there is a need to develop improved, multi-modal systems which are capable of measuring simultaneously more than a single parameter. This discovery grant application outlines a program of work that will enable a) the development of multi-modal sensing methodologies and b) the development of on-chip lasers and spectrometers. It is the combination of these research themes which will enable the development of rugged and robust point of care systems.Trainees engaged on the project will have the opportunity to work on a number of multi-disciplinary projects aimed at developing tests such as optical enzyme-linked immunosorbent assays (ELISA) and surface plasmon molecular sensors. The research program will also focus on integrating sample preparation steps with the photonic sensors to produce a cartridge-based approach to integrating a particular test. In parallel this discovery grant will support work on the development of a vertical approach to monolithically integrating III-V semiconductor components on a single chip to produce the spectrometers and lasers required to enable the portable systems described. Trainees will have the opportunity to interact with experts in nanotechnology, biomedical engineering and medical diagnostics.The combination of integrated optics and micro-fluidics is set to enable portable medical diagnostics, screening and monitoring systems. In the longer term, advance laser sources and integrated spectrometers will deliver a completely non-invasive approach to blood testing which does not require a finger prick sized sample. This will make systems more user friendly and compatible with the burgeoning wearable health-related technology sector.""593286,""AitKadi, Daoud"
"615497"	"Anis, Hanan"	"Ultrafast fibre­-based devices for biomedical applications"	"The overarching research objective is to bring nonlinear imaging and sensing closer to the bedside by conceiving all-fiber, ultrafast, high-sensitivity platforms targeted at biomedical applications. This proposal seeks to further our understanding of light propagation in fiber media at high intensities, and translate that understanding into tangible outcomes in the form of novel all-fiber platforms. The proposal comprises of three inter-related themes: ultrafast sources, nonlinear microscopy/endoscopy and biosensors.Theme 1: Novel ultrafast fiber lasers: The objective of Theme 1 is to investigate methods to increase energy, reduce noise and enhance stability of an all-fiber femtosecond laser, such that it may serve as a suitable source within bioimaging (Theme 2) and biosensing (Theme 3) platforms. A successful outcome of this theme is the realization of a self-starting all-fiber femtosecond fiber laser that delivers high power, generates low noise, and is stable enough for multimodal microscopy and endoscopy. Such an outcome would be a significant step towards enabling bedside imaging and diagnostic applications.Theme 2: Fiber-based Fast Broadband Coherent Raman Scattering (CRS) bioimaging: The ultimate objective of Theme 2 is to enable fast in-vivo spectroscopic imaging of thick tissue in the fingerprint region by using an all-fiber configuration to maximize the signal of the stimulating sources and minimize system noise. This can open the door for spectral imaging of fast events such as flowing tumor cells and in-vivo monitoring of drug diffusion through tissue.Theme 3: Hollow Core Photonic Crystal fiber for Sensing: The objective of Theme 3 is to a) further investigate the use of our Hollow core photonic crystal fiber biosensing platform for fast and early detection of polycystic ovary syndrome (PCOS). A better understanding of the ovarian function and PCOS would facilitate the development of new treatment strategies for this complex syndrome. Our SERS-HCPCF platform can be extended to detect a number of other diseases including early bacterial infections, which is critical to fragile patients, e.g. the elderly, burn victims, and chemotherapy patients, when timely intervention is of the utmost essence and b) explore a novel biosensing platform based on nonlinear spectroscopy in HC-PCF. This would enable us to study two-photon induced photochemistry processes, which until now was limited due to difficulty in detecting photochemical events at a small excitation volume. This can open the door to study photochemical mechanism and products for a number of photoactive drugs, e.g. 5-aminolevulinic acid (ALA). .""616122,""Anisman, Hymie"
"615969"	"Annakkage, Udaya"	"Mitigation of Power System Oscillations"	"Oscillations occur in power systems due to disturbances such as sudden changes in generation, the sudden addition or removal of large loads, transmission lines going out of service, and faults in the system. These oscillations, when not eliminated within an acceptable time, have led to major blackouts in the past, and damaging expensive equipment in the power systems. The presence of oscillations also restricts the amount of energy exported or imported between power utilities, resulting in loss of revenue. Oscillations can be of different types. The most common is electromechanical oscillations, which involves large rotating machines oscillating against each other across the transmission network. These oscillations are of low frequency in the range of 0-5 Hz. The other type is known as sub synchronous oscillations of which the frequency can be up to the nominal system frequency (50 or 60 Hz). These oscillations have been less common in the past, but due to the integration of renewable sources through power electronic interfaces they are becoming more common. Currently there is no procedure or tools available to directly design oscillation mitigating controllers to cater for the modern power grid. I will use state space control design techniques and optimization techniques to propose well tested new procedures to enable the utilities, manufacturers, and consultants to develop reliable and cost effective solutions. The HQPs trained under this program will gain expertise in power system simulation techniques and tools. They will also apply the new techniques to practical situations through collaborations with the industry.""596132,""Annan, CharlesDarwin"
"615189"	"Antle, Alissa"	"Design and Evaluation of a Children's Brain-Computer Application for Learning Self-Regulation"	"Recently, best clinical practices in attention deficit and hyperactivity disorder (ADHD) and anxiety have involved mindfulness, yoga, and other body-based approaches in conjunction with cognitive approaches. Neurofeedback has been proposed as an effective aid to learning and practicing these techniques. Advances in neurobiology and computer science make possible these kinds of interventions designed to strengthen basic processes behind attention and anxiety regulation and control. In previous work, our team developed a preliminary series of electroencephalogram (EEG) neurofeedback training games on an interactive tablet for Nepalese children aged 6 to 10 years old. Although there is no clear and consistent empirical evidence demonstrating the efficacy of this type of new approach, this type of technology may be useful for work with children since it helps them visualize internal brain processes. In addition, computer games are familiar and motivate the type of repetitive practice necessary for learning self-regulation.This research program will focus on the design and implementation of a series of Android tablet neurofeedback applications that can be used with a consumer grade EEG headset, and a second application that can be used to calibrate children's brainwave data as they use the system rather than with extensive pre-use training. The applications will be evaluated with different groups of young children with ADHD and anxiety in order to determine if they can effectively help them learn to self-regulate attention and anxiety. The proposed research will uncover new theoretical and design knowledge that illustrates how researchers should think about and develop brain-computer technologies to support children's social-emotional development, generally, and ADHD and anxiety, specifically. This research will be valuable to companies and institutions within Canada and abroad, as it will provide them with guidelines to help them develop the next versions of such technologies and applications. It will provide institutions and individuals who work with children with a broader understanding of the impact and use of such technologies to support children's development. This research can benefit millions of children, since ADHD and anxiety negatively affect children's education and career outcomes, feelings of self-esteem and self-efficacy, social competence, and physical and mental well-being.""614813,""Antle, Michael"
"616271"	"Antoniol, Giuliano"	"A framework to assess Android mobile applications energy consumption and privacy policies."	"Why is my cell phone battery already low? How did it happen that almost all the data of my monthly phone plan is already used up? Why is the new app tracking my location? These are non-obvious questions. Choosing apps requires effort, patience to examine pertinent information, and technical knowledge. In fact, the best app combination depends on user preference, frequency of use of different features, single feature performance, user privacy concerns, and app (hidden) costs. If we consider the Android ecosystem, for any given app category (e.g., e-mail clients, weather forecast, business, communication, tools, games), the user has plenty of choices for different apps (often implementing the same, or very similar, features). However, quite often, while an app category lists dozens of apps, the information supplied is limited to the advertisement for a specific app, the Android market meta-data, and the app ranking. When setting up an Android phone environment, the user has to try different apps, verify implemented features, evaluate intrusiveness of advertisements, ponder pros and cons of different apps, hoping that, in doing so, no personal or confidential information is leaked. This research program is directed to the development of a framework that will support users and developers. We aim at supporting users in selecting the best set of apps, given the user needs, and supporting developers in designing and implementing efficient and energy aware apps. Specifically, we will support the analysis, assessment and verification of mobile apps' 1) energy consumption per specified scenario; 2) app implemented features (and feature specific energy consumption); and 3) app privacy implemented policies.In the short term, we will make available a WEB portal to users and selected developers. Users will be able to select some app categories, set their energy, network, and confidentiality concerns (high, medium, low or don't care), specify the list of grants they are willing to give to apps, and, automatically, obtain a list of optimal, or close to optimal, apps to be installed in their phones. We will generalize this with a scenario definition language. Also, we will offer selected developers the possibility to upload an app, select a scenario (define an app specific scenario if needed), and produce an app energy consumption profile.In the long term, we aim at extending the tool chain supporting 1) mixed language apps (native C and Java or pure C/C++ apps); 2) app and app execution scenarios co-evolution; and 3) different hardware and Android versions. These are all non-trivial and challenging goals. Different hardware implies different screen geometry, device drivers and Android API. App and Android evolution may substantially modify the way in which the user and the app interact: scenarios, privacy policies, and setup to gather information leading to the need of app and scenarios co-evolution.""605037,""Antonyshyn, Jeremy"
