"id"	"researcher_name"	"application_title"	"application_summary"
"508122"	"Abdulrazak, Bessam"	"Adaptable Smart Environments for Elderly People  [Environnement Intelligent Adaptable pour les Personnes Agées]"	".                        *** Adaptable Smart Environments for Elderly People *** An imminent and sharp increase of elderly population is forecasted around the world, inducing human, social and economical impacts. Progressive degradation of vision, hearing, mobility and cognitive skills deprives elderly people from the possibility of independently performing Activities of Daily Living and engaging in social interaction, and often leads to reliance on services in special care facilities. Although several technological solutions could assist them, existing solutions do not fulfill the sporadic needs of the different elderly people and their continuously changing environments. My goal is to provide adapted assistive services in adaptive Smart Environments that can play a significant role in maintaining decent Quality of Life (QoL) for elderly people.     I have applied Context-awareness to adapt and provision assistive services according to user profile and surrounding environments. The next agenda in my research is to provide continuity of assistive services that adapt to changing user conditions and environments while ensuring successful system execution. Therefore, the following challenges will be addressed in my program: how to design systems that enable continuity of service, how to model environment Context for such system, how to guarantee successful system execution, and how to adapt services according to aging process.      My program will have significant impacts on the way healthcare is delivered and on socioeconomic development. The anticipated output of the program is the opening of new avenues for elderly assistance, promoting active aging and improving QoL of elderly people. My work, in close collaboration with caregivers and domain experts, will lead to concrete solutions that a) enable seniors to remain longer in their own communities, b) relieve caregivers and allow them to provide quality care, and 3) decrease the costs and pressures on the health system.""498942,""Abedi, Jalal"
"509411"	"Agbossou, Kodjo"	"Intégration des énergies renouvelables et systèmes de stockage à la gestion de la demande locale d'énergie"	"Le développement des énergies renouvelables (ER) et sources de production d'électricité décentralisées, est souvent freiné par une inadaptation entre les moyens de production et le fonctionnement du réseau actuel. Pour un développement énergétique durable, il devient nécessaire d'une part d'optimiser la gestion énergétique aussi bien au niveau du réseau de transport que localement près du réseau du client, et d'autre part de faciliter l'intégration des sources d'énergie renouvelable pour augmenter leur utilisation et ainsi réduire les émissions de gaz à effet de serre.  Dans ce contexte, nous avons développé et testé avec succès à l'Institut de Recherche sur l'Hydrogène (IRH), un système à énergie renouvelable (éolienne, panneaux solaires, pile à combustible) autonome basé sur la production d'hydrogène pour le stockage à long terme d'excédents d'énergie. Une approche basée sur les réseaux électriques intelligents (Smart grid) devrait permettre d'intégrer les ER, de les autogérer et de renseigner sur l'utilisation de l'énergie. Ce projet vise de manière spécifique l'étude de la gestion de la demande locale via l'intégration des ER et systèmes de stockage à la gestion intelligente de la demande locale. Les objectifs spécifiques de ce projet dans le cadre d'un réseau décentralisé sont :- l'analyse de l'intégration des ER et des systèmes de stockage sur la gestion de la demande dans le contexte d'un bâtiment résidentiel ou institutionnel typique du Canada;- le développement de nouvelles approches d'intégration de systèmes de stockage (incluant le stockage sous forme d'hydrogène) à la production décentralisée locale du bâtiment;- l'étude des différentes topologies de connexion intelligente des sources d'ER  incluant le développement des interfaces pour l'interconnexion efficace et sécuritaire,- l'analyse de l'impact de la connexion de véhicule électrique sur le profil énergétique du bâtiment, le développement de systèmes embarqués pour la gestion locale de l'énergie.""504154,""Agellon, Luis"
"509678"	"Aghdam, Amir"	"Design of Robust Distributed Control Schemes with Applications to Multi-Agent Systems"	"The problem of controlling an interconnected large-scale system by means of structurally constrained controllers is considered in this proposal. In many physical systems such as sensor networks, power systems, coordinated motion of automated vehicles and traffic networks, the interacting subsystems are geographically dispersed. Usually, traditional centralized control for this type of system is not as efficient, due to the distributed nature of the network and also the complexity of the required on-line computations. Furthermore, continuous transmission of data from the subsystems to the controller and vice versa is typically expensive. Another obvious disadvantage of such structure is that the resultant closed-loop system has a single point of failure. In a distributed control structure, on the other hand, one can generate the control input of each subsystem by only concentrating on those outputs which have a relatively high impact on the corresponding subsystem (through interconnections). This reduces the complexity of the computations, and at the same time improves the efficiency of the control topology.It is known that inexact modeling, actuator limitations, sensor constraints, measurement error and time delay, if not taken into account in the controller design, can lead to performance degradation or even instability of the interconnected system. Due to the complexity of the control analysis and synthesis with the above-mentioned practical considerations, they are often neglected in the problem formulation. In this work, effective approaches will be used to tackle the problem in the most practical setting, and sufficient conditions will be derived to guarantee robust performance. In particular, the effects of these practical issues on connectivity preservation, consensus, containment, formation control and tracking problems in a multi-agent system will be investigated. Such considerations in control design and analysis will make the results of this research more applicable to real-world multi-agent networked control systems.""510092,""Aghili, Farhad"
"508068"	"Alhajj, Reda"	"Employing Data Mining and Machine Learning Techniques for Social Network Modeling and Analysis"	"Collecting digital data today is much easier and more comprehensive than ever before, e.g., social media (SM), news, blogs, postings, event logs, network and email traffic, web logs, gene expression data, protein drug interaction, publications and citations, etc. It is possible and affordable to keep a log by tracing users of digital media, including stationary computers and hand-held mobile devices. The increased amount of collected data necessitates a shift from manual to automated Social network (SN) construction and analysis.        Existing automated SN construction and analysis techniques, though excellently adapted SN analysis metrics, are not capable of replacing traditional human observers who can successfully handle small scale networks. Thus, there is an urgent need to develop revolutionary paradigms and new technologies towards next generation SN and SM analysis. Fortunately, whatever is satisfied by traditional means could be extracted from digital data by data mining (DM) and machine learning (ML) techniques.        The main objective of this proposal is to research innovative technologies with the aim to build the world's first automated model capable of replacing human observers and scales well for large and dynamic networks, a scope impossible for human observers to cover. This will be achieved by employing DM and ML techniques to comprehensively investigate the behavior of individuals by digging out implicit relationships instead of concentrating solely on explicit relationships as it is the case with most of the SN techniques described in the literature. Graduate and undergraduate students will be involved in this research program to work on various parts of the methodology from developing the necessary theory and algorithms to implementing and testing them in NetDriller, which is a SN software under development by my research group at University of Calgary. It is available as open source. The outcome will serve various applications, e.g., stock market analysis, study of the interactions between molecules inside the cell, collaboration, recommendation and team work, homeland security and early warning, etc.""519662,""Alhamami, Mays"
"509335"	"Alirezaie, Javad"	"Novel methods and applications in Computer Aided Medical Diagnosis"	"Computer aided medical diagnosis (mCAD) is a rapidly developing field of investigation offering improveddiagnosis and quantitative image analysis solutions for clinicians, helping to increase specificity and diagnosticconfidence. mCAD systems can be applied to all imaging modalities for accurate lesion detection, treatmentplanning and serial monitoring of the patients. Feature extraction and analysis is a core element of signal andimage processing systems encountered in mCAD. The key to successful design of such a system for human-machine interaction depends on a robust feature extraction and classification systems which is the main topics of our investigation. Our goal is to develop a computer aided medical decision support system fordisease identification and classification in pediatric patients. Pediatric patients often have a variety of usual and uncommon disorders not encountered in adults such as metabolic brain diseases (MBD). Compared to the adult patient population, pediatric patients also represent unique challenges for diagnostic imaging due to theirsmaller size, anatomical variability and altered motion.We propose a novel computer aided methodology to assist radiologists in early and accurate diagnosis ofpediatric metabolic brain diseases. To our knowledge, our approach introduces a new era in medicaldiagnostics and computer aided support systems by infusing image and signal information obtained from twodifferent imaging modalities for enhanced diagnosis accuracy, where each modality by itself may not always be sufficient. Additionally, while our proposed approach focuses on metabolic brain disease for the purpose of this grant application, the resultant methodologies will significantly contribute to the advancement of biomedical signal and image analysis and pattern recognition extensible to other disorders. Our proposed mCAD scheme could also have immense potential in the intelligent systems and information technology sectors. We are collaborating with the Department of Diagnostic Imaging at SickKids in Toronto. The MSc and PhD trainees will be provided with a unique opportunity to collaborate in this multidisciplinary environment.""501718,""Alizadeh, Maryam"
"507992"	"Arnold, Dirk"	"Constraint handling in evolutionary algorithms"	"Optimisation problems are abundant in all areas of science and engineering.  Solving an optimisation problem amounts to choosing values for a set of decision variables that result in the best solution possible.  Often, optimisation problems are constrained in that there are restrictions on the values that the decision variables can take on.Evolutionary algorithms (EAs) are optimisation strategies that see increasing use in many areas of application.  They iteratively improve the quality of populations of candidate solutions by subjecting them to variation and selection.  Their robustness in the face of non-differentiable or noisy objectives, along with the relative ease with which they can be adapted to poorly understood problems, often make EAs the method of choice where other approaches are not applicable or prone to failure.A multitude of techniques for handling constraints in EAs have been proposed and are in common use.  However, knowledge with regard to their respective capabilities and shortcomings is limited.  Most crucially, the interaction between adaptive variation operators and constraint handling techniques is poorly understood.  I will achieve an understanding of scaling properties of EAs for constrained optimisation by analysing their behaviour for sets of carefully selected test problems.  The results obtained will complement, extend, and help explain the large body of empirical knowledge generated on large function testbeds that is available today.  I will then use the insights gained to develop more capable EAs for constrained optimisation and systematically compare their capabilities with those of other direct search strategies.""510485,""Arnold, Mandy"
"508348"	"Atlee, Joanne"	"Modelling and Analysis of Feature-Oriented Software"	"Software systems are growing in size and complexity. The ""scale"" of large-scale systems no longer refers simply to large codebases but also to extreme variability, as characterized by features. Features are particularly relevant in software product lines, in which a family of related software products (e.g., smart phones, automotive software) shares a common set of mandatory features and products are differentiated by their variable (optional or alternative). When deriving a product from a selection of features, software developers must consider how the features interact. Some interactions are planned, some are innocuous, and others are harmful. For example, the software controllers for the braking features on the 2010 Toyota Prius interacted badly, reducing drivers' ability to brake and leading to 62 reported crashes and 12 injuries. To be safe, software developers analyze the consequences of all possible feature interactions, in order to find and fix the bad interactions. The Feature Interaction Problem is that the number of interactions to consider is exponential in the number of features. As a result, a software team finds that its work in developing new features is dominated by the tasks to detect, analyze, and verify interactions. A second problem is that software developers do not realize the full potential of feature-oriented development because verification is typically performed on derived products and it is too costly to verify all of the possible products. Instead, a small fraction of products are derived, verified and offered to customers.The proposed research aims to enable developers to *predict in advance* the effects and quality of software products that are derived from features. To that end, the project activities focus on (1) fundamental problems in feature modularity and granularity, (2) feature-composition operators that coordinate features so that they interact properly, and (3) analysis tools for exploring valid configurations of feature sets. The expected outcomes of the proposed work are vital in deriving higher-quality software products from feature sets.""505582,""Atoofian, Ehsan"
"507905"	"Aubanel, Eric"	"Parallel Heterogeneous Algorithms for Computational Science"	"High performance computing (HPC) resources are becoming more readily available at a reasonable cost, particularly with the availability of programmable graphics processing units (GPUs). The parallelism is challenging to exploit in practice, and the rapidly evolving hardware can lead to increased maintenance cost of software. This proposal addresses the challenges associated with developing dynamic architecture-aware parallel scientific computing applications, to deal with the rapidly changing nature of HPC resources. GPUs presently contain hundreds of cores, which when combined with the growth of the number of cores per CPU is resulting in a dramatic increase in the overall degree of parallelism required of applications. Three levels of parallelism must be considered to fully use such systems: coarse grained thread-level parallelism for CPUs, massive fine grained data parallelism for GPUs, and message passing for clusters of CPUs/GPUs. The balance between these three types of parallelism also needs to be matched to the computing system. Therefore static approaches to algorithm design and implementation may hinder portability of performance across different types of parallel computers. This proposal focuses on new algorithmic approaches to finding sufficient multi-level parallelism and on identification and scheduling of tasks, taking into account the performance of each computing platform component and the communication time between components. This will lead to applications that are able to adapt to different platforms by scheduling tasks to the heterogeneous components at runtime through efficient scheduling algorithms and selection of optimal values of performance-critical parameters. Work will focus initially on two areas: dynamic programming and solution of time dependent partial differential equations. In both areas new algorithmic approaches combined with scheduling on heterogeneous platforms will lead to a range of flexible high performance scientific computing applications in areas such as simulation of physical and biological processes and in bioinformatics.""504260,""Aubé, Mélanie"
"509339"	"Bahoura, Mohammed"	"Développement et implantation temps-réel de techniques avancées de traitement des signaux"	"Le domaine du traitement des signaux a suscité l'intérêt d'un très grand nombre de chercheurs appartenant à des disciplines variées, tels que l'audio (parole/musique), le génie biomédical, l'acoustique sous-marine, la télécommunication, etc. Dans ce projet, nous proposons le développement et l'implémentation temps-réel de techniques avancées de traitement des sons acoustiques et leur application à la classification des sons respiratoires et la reconnaissance des vocalises des baleines (rorqual bleu, rorqual commun et béluga). La démarche consiste à développer de nouvelles architectures de traitement des signaux acoustiques implantables sur FPGA. Ces architectures seront optimisées en termes de temps de calcul et de ressources matérielles afin de réaliser des systèmes intégrés fonctionnant en temps-réel. Les techniques proposées se basent essentiellement sur l'analyse temps-fréquence des sons acoustiques. Elles  présentent l'avantage de caractériser efficacement les différents sons acoustiques afin d'améliorer leur reconnaissance automatique même dans les conditions du bruit intense.Le développement d'un système d'analyse des signaux acoustiques respiratoires permet de réaliser : 1) Un outil d'aide au diagnostic des différentes maladies respiratoires robuste et non-invasif, 2) L'évaluation de l'efficacité des traitements prescrits aux malades, 3) Possibilité de suivi à domicile des patients.Le développement d'un système passif de monitorage acoustique des baleines permet de  : 1) Étudier l'occupation du territoire par ces mammifères, 2) Réduire les impacts dus aux collisions et à la pollution sonore afin de protéger ces espèces. ""511346,""Bahrami, Majid"
"514538"	"Balakrishnan, Ravin"	"User Interfaces and Visualization for Variable Format Displays."	"This research is focused on exploring new user interaction and visualization techniques for a broad range ofnext generation input and display technologies. These will range from very light and cheap paper like displays,to pico-projectors, to tabets, to much larger wall size displays. The key objective here is to develop a unifiedapproach to visualization and interaction across these myriad displays, each possibly with a different inputscheme. The approach will be one of building creative new exploratory interfaces that will be used as probes in user deployments, followed by empirical evaluation of the interfaces, with the results being used to refine the designs. The resulting system artifacts will significantly deviate from the interfaces of today, and hence has the potential to alter the way we consume and interact with data on future computing devices.""512452,""Balakrishnan, Ravin"
