"id"	"researcher_name"	"application_title"	"application_summary"
"637148"	"Abdelkhalek, Maher"	"Fault Analysis and Control of Inverter-Interfaced Energy Systems for Reliable Protective Relaying"	"Green energy and smart grid initiatives are driving the move from legacy power systems toward sustainable systems with new features such as microgrids and renewable energy sources (RES). Bridging the gap between the renewable energy industry and relay manufacturers, this research will respond to growing challenges related to protective relaying to ensure the fault resiliency and reliability of next-generation power systems. The following issues will be investigated. 1. Microgrid fault analysis: Lack of accurate fault analysis algorithms for microgrids forces protection engineers either (i) to use conventional short-circuit calculation tools that fail to provide reliable microgrid protection or (ii) to employ detailed time-domain microgrid simulation models that are time-consuming and commercially infeasible. For these reasons, optimal protection coordination of directional overcurrent relays (DOCRs) has been limited to microgrids that employ synchronous generators (SGs), whereas modern microgrids are typically powered by inverter-interfaced distributed generators (IIDGs). To address this gap, sequence-component inverter fault models will be developed that include consideration of different control modes, inverter current limits, and reactive current generation (RCG) requirements, and will then be integrated into new microgrid short-circuit calculations. The resultant fault analysis algorithms will be exploited for the creation of new protection coordination indices and the optimization of DOCR operation. 2. Microgrid phase selection: To improve microgrid reliability and resiliency during faults, phase selection methods (PSMs) should accurately trip faulty phases. Significant differences between IIDG and SG fault current signatures can cause the misoperation of existing PSMs. This research will address this problem at its source, i.e., the inverter side, by developing new control algorithms in the sequence-component control frames to enable accurate operation of the PSMs used by commercial relays. 3. Distance protection of renewable energy systems: Distance relays are normally utilized as either primary or backup transmission system protection. Inverter-interfaced RES can cause unreliable relay impedance measurements, thus impairing the operation of distance relays. This research will develop new fault ride-through and RCG techniques that can provide ancillary services to distance relays, leading to accurate impedance measurements without the need for relay communication or upgrades. The fault analysis and inverter control algorithms developed through this program will be crucial for (i) fault-resilient and sustainable microgrid operation, (ii) greater RES penetration, and (iii) cost-effective protective relaying. The industrial beneficiaries include Canadian utilities, relay manufacturers, and the renewable energy industry.""632230,""Abdella, Kenzu"
"637271"	"Adachi, Michael"	"Fabrication of 2D material devices using large-area manufacturable methods"	"The proposed research program involves the fabrication of 2D materials (graphene-like materials) devices using manufacturable methods. 2D materials are crystalline monolayer materials, the most famous of which is graphene. Recently, other 2D materials such as monolayer Si (or silicene), Ge (or germanene), P (or phosphorene), and MoS2 have shown extraordinary properties: high measured carrier mobility (200 cm2/Vs), theoretical carrier mobility multiple times larger than their bulk counterpart, tuneable bandgap controlled by applied vertical electric field, high surface-volume ratio, anisotropic changes in resistance for selective gas detection, flexibility, and paramagnetic and spintronic properties. However, devices currently reported in literature mechanically transfer 2D materials in solution from a single crystal substrate, to a non-conducting substrate where electrical contacts are made, a process which is non-repeatable and not manufacturable. Therefore, innovation is required to develop manufacturing-friendly methods to prepare 2D material devices. In the next 5 years, my team will grow 2D materials using repeatable, large-area techniques which are compatible with Si manufacturing processes to enable mass-production. In parallel, we will prepare 2D material devices using established techniques (exfoliation and chemical vapor deposition) for developing tuneable infrared detectors, gas sensors, biosensors, next-generation integrated circuits, and transparent impact/shock resistance. The optical, electronic, structural, mechanical, magnetic, thermal properties of 2D materials will be characterized and newly discovered properties will be used to develop new applications. The long-term objective of this research program is to commercialize 2D material devices developed in our lab. My group will operate and maintain an existing cluster deposition tool to fabricate 2D material devices. This system is equipped with two sputtering deposition chambers and two plasma-enhanced chemical vapor deposition (PECVD) chambers. One PECVD chamber will also be upgraded to be capable of 2D material growth from vapor phase. The key advantage of a cluster tool system is that 2D materials grown in one chamber can be covered with a high-k dielectric and metal layer deposited in other chambers, which would be a unique capability in Canada. Transferring samples between chambers allows us to avoid impurity contamination and undesirable oxide formation between processes, an important feature for making high-performance devices. Application-specific devices will be tested in the lab facilities of collaborators. The proposed research program will lead to newly discovered material properties of 2D materials, and enable breakthroughs in device prototype fabrication involving industrial collaborations, which will have a direct impact on the Canadian high tech sector.""640516,""Adachi, Michael"
"637173"	"Adamiak, Kazimierz"	"Corona, Dielectric Barrier and Sliding Discharges in the Flow Control and Environmental Protection: From Fundamental Studies to Optimization of Practical Devices"	"Many processes in industry, medicine and environmental protection involve electrical discharges in gases. The most important devices for our society are probably electrostatic precipitators, which remove dust particles generated in many industrial processes so we may breathe cleaner air. Many toxic substances can also be decomposed using this process. All this is possible, because gas discharges produce free ions and active chemical species. The dust particles can be electrically charged and their motion can be controlled using electric forces, ensuring they are collected and instead of being released into the atmosphere. Moving ions generated in gas discharges can also produce gas motion due to frequent collisions with neutral molecules this is commonly called the secondary electrohydrodynamic flow, or ionic wind. Moreover, the energy transfer from ions to gas molecules can locally increase their temperature producing a shock wave, which also affects the gas flow. The design and optimization of practical devices based on gas discharges require a thorough understanding of the process and ability to predict all electrical, chemical, thermal and aerodynamic characteristics of the process. The first objective of the proposed research program is to create a set of numerical algorithms, which can be used to simulate the corona, dielectric barrier and sliding discharges, assuming different parameters of the process: geometry of the discharge gap, polarity and waveform of the supplied voltage, and temperature, pressure and composition of ambient gas. Later, appropriate models can be used to study different devices, depending on the required accuracy and available computing resources. Commercial software packages are not able to solve this problem; they are usually divergent, or at least exhibit a large numerical diffusion. Having a reliable simulation tool, it will be possible to investigate and optimize three important practical devices: a gas discharge actuator for controlling the flow boundary layer, electrohydrodynamic dryers of organic substances, and electrostatic precipitators for submicron particles. A large percentage of power in Canada is generated by coal-fired power stations, which produce enormous amounts of dust. Efficient collection of this dust is of paramount importance for the health of our society, but also to protecting our environment. Improved characteristics of actuators for the boundary layer control can tremendously affect aircraft and wind turbine industries. ""635854,""Adamic, Peter"
"636984"	"Adler, Andy"	"Computational tools and algorithms for impedance imaging"	"Electrical impedance tomography (EIT) uses measurements at body surface electrodes to calculate an image of the internal electrical properties. Such images provide useful information in medicine (i.e. blood and air flow), geophysics (i.e. ground water and mineral localization), and industrial process monitoring. The applicant is an internationally recognized expert in algorithms for EIT imaging and functional image analysis. In the past grant period, contributions have been disseminated by a) leading of consensus projects on algorithms and data analysis, b) an open-source software tool which has become the most widely used in the field, c) in the scientific literature (53 journal papers), and d) supervising 21 graduate students, 4 PDFs and 60 undergraduate students. Software developed by the research team is a core component of three companies' products. Overall, research will focus on two streams: first, a Robust Algorithms and Validation theme (funded by this grant), which will develop an image evaluation and debugging framework, and, using the core technology developed, an Applications theme (funded by collaborators and industrial partners). Despite its successes, EIT has been criticized for a lack of robustness, as the inverse problem inherent to image reconstruction is ill-conditioned, so that small data or model inaccuracies can result in large image artefacts. This research program will address this issue by developing a set of tools to analyse and correct inverse problem solutions. While several individual tools have been developed (by the applicant and others), the core innovation of this project is an integrated evaluation/debugging software framework. Three new components will be developed: a model and data validation tool, models of non-ideal characteristics of electronics hardware and electrodes (such as amplifier input impedance and crosstalk), and an image inspection tool to query the data contributing to suspected artefacts. At the same time, work will be pursued on applications of EIT technology for medical and geophysical applications. Medical applications will focus on dynamic lung imaging (for use with neonatal, intensive care, and obstructive lung disease patients) and hemodynamic monitoring (non-invasive blood pressure and cardiac output measures). Geophysical applications will focus on monitoring of groundwater and surface movement in unstable (landslide-prone) soils and permafrost regions.""639848,""Adler, Andy"
"637399"	"Aghdam, Amir"	"Reconfiguration and Cooperative Control for Multi-Agent Networks"	"There is an increasing interest in the deployment of multi-agent networks for emerging applications such as surveillance and target tracking. This proposal focuses on two research problems in the area of multi-agent networks. The first problem concerns network reconfiguration, which aims at improving the performance of a network by properly positioning its nodes and/or changing the weights of its links (e.g., by adjusting the communication/sensing power of the nodes). This is a problem which requires a strong practical background, and while the results will be developed for a general class of asymmetric networks, the applicant's prior experience in the design of experimentally validated distributed control schemes for underwater sensor networks puts him in a unique position to address some of the practical shortcomings of existing results for this type of systems. One of the main characteristics of asymmetric networks is that the graph representing them is directed, and in the case of underwater sensor networks, particularly, it is random too. However, there are not many results in the literature for the analysis of this type of graphs, due to their complexity compared to (deterministic) undirected graphs. This limits the extent of which certain observations in such networks can be justified analytically. For example, it is known that the relative positions of the acoustic nodes in an underwater sensor network can have a significant impact on data aggregation performance. In fact, similar observations have been reported in other types of asymmetric networks with no convincing theoretical justification. The applicant and his team have recently developed some theoretical results, validated by simulations, that relate the important properties of general weighted directed graphs (such as connectivity) to the configuration of the network, enabling the research community for the first timeto justify these observations theoretically, and more importantly, use the results to further improve the performance of the network. These results will be used in the proposed research to find the optimal configuration for asymmetric networks. The results can also be used in other applications such as traffic network control systems, to justify some counter-intuitive observations reported in this type of systems (e.g., negative impact of the addition of some roads on the overall traffic flow in the network). The other problem investigated in this proposal is concerned with cooperative decision making for heading control of multiple vehicles, where it is desired to coordinate a group of vehicles in order to detect, localize, track and intercept a group of objects that arrive in a protected area (mission space) at random time instants. The proposed dynamic decision making and control design is based on a reward allocation strategy which directs the vehicles toward the objects in an optimal cooperativefashion.""619531,""Agili, Hachem"
"637489"	"Ahmad, MOmair"	"Design and Implementation of Digital Signal Processing Algorithms for Communication and Biomedical Applications"	"The field of digital signal processing (DSP) has experienced explosive growth during the past couple of decades. The DSP techniques have become integral parts of the products and services that we need or encounter in our daily lives. The research efforts of the applicant in this area during the past five years have led to some very concrete results that have been shared with the international scientific community, both from academia and industry, and have given rise to new ideas and directions that need to be further investigated. The overall objective of the proposed research program is to develop efficient algorithms and architectures and to lay sound mathematical foundations for reliable processing of image, video and biomedical signals, and cost-effective implementation for communication and biomedical applications. For half a decade now, the growth in the internet of things (IoT) and the demand for machine-to-machine connections have been staggering. By 2020, the global IP networks will have to support more than 50 billion devices. In order to establish a reliable and smooth communication among such a large number of devices connected to IoT, while still maintaining efficient and sustainable power consumption, the development of versatile, smart, fast, and real-time direction of arrival (DOA) estimation algorithms is of paramount importance. Deep learning has opened up the limitless possibilities in understanding and recognition of images. Image understanding and analysis is inherently a big data problem. Hence, the use of advanced deep learning concepts can produce meaningful results in image understanding and visual tracking, which play an important role in a wide range of real-life applications such as detection and recognition, human behavior analysis, video indexing and retrieval, medical imaging, and traffic management of smart cities. Alzheimers disease is the most common type of dementia affecting elderly people worldwide. There is no cure for this disease, and the disease worsens as it progresses. Early detection is a key to preventing, slowing and stopping Alzheimers disease. Around-the-clock observation of patients is expensive, inconvenient, and in some cases, simply impossible. The technology of body area networks proposes a convenient and useful solution that promises to provide physicians access to the patients physiological data anytime and anywhere. Application of compressed sensing and statistical learning of biomedical signals can make this technology affordable. This research in the immediate future is aimed at investigating these problems and seeking their solutions by developing efficient DSP algorithms and architectures. The direct beneficiary of this research will be Canadian telecommunication and biomedical industry. This proposal will also contribute to Canadian industry and academia by enabling the training of a number of skilled personnel.""627495,""Ahmad, Raabez"
"634527"	"Alam, Omar"	"Concern-Driven Development Process"	"Model reuse remains a major challenge in Model Driven Engineering (MDE), despite the success stories in programming languages as exemplified by class libraries, services, and components. Modellers usually create models from scratch because of limited support for reuse in the current modelling tools. In addition, the crosscutting nature of software development concerns complicates the application of software engineering techniques such as information hiding, decomposition, interfaces, and abstraction in the context of MDE. Concern-Oriented Reuse (CORE) is a novel reuse paradigm that mitigates these challenges by extending MDE with best practices and techniques from advanced modularization and separation of concerns (SoC), goal modelling, and Software Product Lines (SPL). However, the research in CORE remains in its infancy and there is currently no development process based on CORE . This research programs vision is to develop a Concern-Driven Development (CDD), a next generation software development process that uses concerns as its primary artifact. Whereas classical MDE methodologies focus on models that are built from scratch with little support for reuse, CDD is a reuse-focused development process in which a concern or an application is built by repeatedly reusing other existing concerns. In CDD, a modeller would use a CORE-based modelling language that is appropriate for the current development phase and for the problem domain. Model transformations would then be applied to produce the initial set of models for the next phase. The process will continue until an execute model is produced. In each phase, the modeller should consult a repository of reusable concerns to identify and reuse concerns. One main factor that contributed to the success of programming languages is the existence of well-documented extensive libraries. We plan in short-time to extend the reusable concern library with advanced technologies to support faster update, versioning, and documentation. We envision that CDD has the potential to transform the software engineering discipline as a whole. Unlike the current development processes that often require software engineers to deal with and be an expert in many concerns simultaneously within each software development phase, CDD would enable software engineers to specialize, i.e., to become concern specialists. Companies could focus on creating long-lived concern libraries, and provide consulting services to customize concerns to specific application context, if necessary. Ultimately, this research program will increase the competitiveness and productivity of the Canadian software industry, bringing the current practices in the industry closer to other engineering disciplines.""622179,""Alam, Rejuana"
"634438"	"AlKiswany, Samer"	"Exploring a New Design Paradigm for Distributed Systems in Modern Data Centers"	"The end-to-end design principle pervades the design of virtually every modern distributed system. In its extreme form, critical functionality is implemented solely in end hosts, with a dumb but fast network to connect them. Unfortunately, such a network-oblivious approach is fundamentally inefficient, as it provides one-size-fits-all functionality to a multifarious set of applications and platforms. While this guideline has served us well in the past 30 years, technology evolution and tensions at the network interface suggest that it may be productive to revisit it. The goal of the proposed research program is to explore an alternative paradigm for designing distributed systems to leverage the capabilities of the emerging technology of software-defined networks (SDNs). The new paradigm will co-design distributed systems logic and networking support to realize more efficient, scalable, and reliable systems. Achieving this vision requires a drastic shift in our approach to building, engineering, testing, securing, and deploying systems. I plan to establish a leading research group that will explore this new paradigm for designing a complete modern data center software/hardware stack, including building, testing, and deploying systems; exploring new security, management, accounting, and QoS techniques; and investigating new programming frameworks, domain-specific languages, and testing and debugging tools. This Discovery Grant funding is instrumental in bootstrapping this research group. The immediate research context is a network-integrated design for distributed storage systems, focusing on KV stores. To this end, the research program aims to (1) characterize the current KV systems to understand their network load and consistency properties; (2) design and prototype a network-integrated KV store; (3) explore designs for end-to-end QoS support; and (4) study the impact of departing from the end-to-end principle on security properties. The innovative paradigm we will explore has the potential to have a wide influence on technology, including many Canadian companies that build KV stores (e.g., NetApp, Ericsson, and IBM) and more than 150 Canadian data centers that use these systems. In particular, the program will result in four main contributions. First, the resulting designs will provide a blueprint for future systems and present novel solutions for stagnant QoS and scalability problems. Second, this program will build network-integrated designs for core distributed system mechanisms (e.g., QoS, security, consistency, and load balancing) that are applicable beyond KV stores. Third, this program will provide timely f eedback on the suitability of the SDN API for enabling more efficient designs . Fourth, this program will provide an invaluable opportunity for training highly qualified personnel on cutting-edge networking and storage technology .""640275,""AlKiswany, Samer"
"634298"	"Aloise, Daniel"	"(Re)designing Clustering Algorithms for Big Data"	"Our current speed of data generation combined with storage capacity increases have given rise to new paradigms in computing. For example, according to the IBM's website, there are approximately 695,000 status updates and 11 million instant messages sent every minute on Facebook. However, many organizations have faced the problem of having a lot of data, but poor knowledge about them. Clustering methods help to automatically identify unobserved groups for a set of data objects, and are currently being radically transformed by the size, the variety and the nature of the available data, i.e., by so-called Big Data. This research program focuses on the development of scalable algorithms for Big data clustering. This will be achieved both by: (i) redesigning well-known successful serial algorithms for scalability, leveraging their main theoretical ideas; and (ii) developing new algorithms and heuristics using new programming paradigms associated with Big Data. In summary, the objectives of this research program are : A. Produce an extensive survey of the existing Big Data clustering methods in order to provide a complete panorama about which ones can be adapted to approach Big data. B. Redesign successful serial clustering algorithms, leveraging their main theoretical ideas to work with the new programming paradigms and computational tools from Big Data. C. Develop algorithms for semi-supervised Big Data clustering, incorporating supplementary information provided by the user into the clustering decision process. D. Develop Big Data clustering algorithms for new emerging applications. E. Provide a repository of Big Data software and clustering algorithms with guaranteed effectiveness. The software and algorithms developed in this research program are expected to constitute new benchmarks to the field, allowing larger datasets to be tackled with efficiency and effectiveness, leading to new insights in commerce, industry and academia.Moreover, given the Big Data expert shortage in Canada and worldwide, this research program will help to form and train specialists who will be able to master the scientific and technological issues emerging from the Big Data explosion. In the long term, the findings of this research program will support data mining-driven decision making in the Internet of Things (IoT) era in which huge amounts of data are generated in real-time from the most varied sources and devices (e.g. vehicles, sensors, home appliances, etc.). By combining massive data processing, machine learning techniques and algorithms, IoT devices will be able to perform clustering as well as other classification tasks on a large scale. ""637692,""AlOsman, Hussein"
"637493"	"Amer, Aishy"	"Integrating object segmentation for robust object tracking"	"Video object tracking is an active research field with applications diverse as augmented reality, self-navigation systems (drones or self-driving cars), human-computer interactions, hyper-linked social video, or athlete performance monitoring. Tracking is performed on raw video signals, captured typically from a single camera; different types of objects can be tracked, such as persons, athletes, vehicles, animals, or ships. Tracking of objects across real-world video signals has many challenges such as variations in object appearance due to scale change, occlusion, articulation, deformation, and interactions of multiple objects. Recent algorithms to object tracking have well advanced the topic in some of these challenges. In this proposal, I will address the following research challenges to advance the state-of-the-arts to single object tracking: 1) drift of object tracking: what to do when a tracker drifts from the target and how to detect such drift? 2) variable object features: how to deal with features, such as color histogram, that significantly vary during tracking? 3) scale change of objects: can we explicitly model scale change or rather implicitly such as through the integration with object segmentation and detection? To detect drifts of a specific tracker, I propose to analyze its internal state by monitoring its latent parameters over time. For tracker-independent drift detection, I will integrate object segmentation and abjectness (likelihood an image region is an object) measures. To correct drifts, I will integrate object segmentation and object detection (localization) into tracking as drift happens. The use of segmentation is motivated by recent discoveries on the human visual system which seems to rely on spatial and temporal spacing of the objects for effective tracking. I will specifically use object segmentation and localization to explore present-future (or space-time) interaction between video objects. To solve the problem of a variable feature across a video sequence, I will use machine learning, e.g., online multi-kernel learning with support vector machines, to online confirm or reject features. I will handle scale change of objects through monitoring of object states in space and time, through homography transformation, and depth as an added feature. Availability of many datasets, ground-truth data, and metrics of object tracking will enable effective evaluation of the new approaches. I anticipate that developed methods will complement existing online learning approaches, adding an extra level of robustnessto tracking-assisted video applications. Interest in widely-applicable (robust) but fast object tracking is large. With my over 20 years of research and industrial experience, I am confident to well advance knowledge and transfer it to related sectors of the Canadian video technology industries.""623174,""Ameri, Abtin"
