"id"	"researcher_name"	"application_title"	"application_summary"
"479165"	"Aagaard, Mark"	"Model-driven development of pipelined systems"	"Pipelining is a widely used performance optimization for digital-hardware systems that is used in systems ranging from simple signal-processing filters to high-performance microprocessors. Pipelining increases performance by overlapping the execution of multiple instructions, analogous to the way that multiple cars flow through an automobile assembly line.  Although intuitive when viewed as block diagrams, pipelines are difficult to design and verify, because subtle bugs can arise from the interactions between instructions flowing through the pipeline.    The goal of this research is to reduce the development effort and improve the quality of digital-hardware systems by creating theories, tools, and techniques for the model-driven development of pipelined systems.  Model-driven development is a style of development that focusses on models of a system, rather than just the final implementation.  Model-driven development distinguishes between a model of an individual system and a metamodel that models an entire class of systems.  A metamodel captures features that are common to all systems in the class and identifies points of variation between systems.  We make daily use of metamodels without being burdened by the meta-level nature of our thinking, or even being aware that we are using a model.  Conventions for cartographic symbols on road maps are an example: all areas are drawn at the same scale, water is blue, thicker lines mean larger roads, etc.  These conventions are a metamodel for maps, and an individual map is a model for a specific geographical area.    We will create a family of metamodels that describe the behaviour of pipelined systems in general and of specific performance optimizations for pipelines.  We will encode these metamodels in CAD tools that will enable engineers to reuse high-level design strategies and cleanly separate the process of designing a system from that of implementing the design.  The research will improve design quality by reducing the opportunities to make mistakes and making it easier to discover opportunities for new performance optimizations.""495126,""Aamodt, Tor"
"479066"	"Achar, Ramachandra"	"Advanced methodologies and computer aided design tools for signal integrity analysis of high-speed circuits and systems"	"During the recent years, the intense drive for high-frequency and miniature designs has been at the forefront of new developments in simulation and verification methodologies focused on microelectronics, communication and computing systems. The design requirements are becoming very stringent, demanding higher operating speeds, sharper excitations, denser layouts and low power consumption. Consequently, traditional boundaries between the circuit/EM/mechanical and thermal design considerations are rapidly vanishing. High-speed effects such as crosstalk and attenuation, if not addressed properly during the design stage, can cause logic glitches which render a fabricated digital circuit inoperable, or they can distort an analog signal such that it fails to meet specifications. To address the above difficulties, a new research program with following initiatives is proposed to develop new-generation computer-aided tools and methodologies targeting high-speed modules: (a) Development of fast/accurate signal and power integrity analysis tools, (b) Development of parallel circuit simulation and optimization tools with emphasis on signal integrity and (c) Computer-aided design tools and methodologies for mixed-domain and multi-disciplinary analysis.The proposed research program is focused on strategic issues, to advance the state-of-the art in various aspects of high-speed applications and wide range of electronic design levels. The impact of the proposed research would be to facilitate the development of new generation multidisciplinary tools for concurrent analysis and validation of high-speed modules encompassing all levels of design hierarchy, such as on-chip, multi-chip modules, interconnects, packages and printed circuit boards. Finally, it is to be duly noted that an improved efficiency of design automation algorithms indirectly percolates in decreasing the design cycle time of new products, enabling further innovation leading to an increased influx of new electronic and communication products entering our markets, ultimately resulting in a healthier economy.""484715,""Achari, Gopal"
"479546"	"Adi, Kamel"	"Sécurité des systèmes et réseaux informatiques"	"Ces dernières années ont connu un accroissement spectaculaire dans l'utilisation des systèmes et réseaux informatiques et ce dans tous les aspects des activités humaines. Cet accroissement s'est aussi accompagné d'une complexité accrue des technologies de l'information qui sont désormais à caractère distribué, ouvert et mobile. Malheureusement, ce développement a aussi engendré de nouvelles vulnérabilités exposant ainsi ces systèmes et réseaux informatiques à un nombre croissant et à un éventail plus large de menaces, lesquelles posent maintenant de nouveaux problèmes de sécurité. Le nombre de vulnérabilités informatique a progressé de manière fulgurante ces dernières années et à l'ère du numérique,  ces failles engendrent un impact dévastateur sur toute la sphère économique. Nos recherches visent le développement et l'application de méthodes formelles et rigoureuses pour la résolution de problématiques liées à la sécurité informatique. Plus spécifiquement, Notre objectif de recherche est de mettre en place un cadre formel pour la spécification, la vérification, la validation et le renforcement  de politiques de sécurité dans les systèmes informatiques. Ce cadre doit prendre en charge trois niveaux et vues du système informatique allant du niveau organisationnelle et passant du niveau réseau et middleware jusqu'au niveau application. À terme, notre programme de recherche aura le mérite de faire bénéficier, pour des considérations et des besoins pratiques, des formalismes théoriques rigoureux tels que les algèbres de processus,  les fondements sémantiques, la logique, l'interprétation abstraite, les théories de types, etc. L'objectif ultime étant le développement de méthodologies et d'outils logiciels pour garantir la sécurité des systèmes et des réseaux informatiques. ""480398,""Adkin, Allan"
"479037"	"Afsahi, Ahmad"	"High-performance and scalable communication subsystems for exascale computing"	"High-Performance Computing (HPC) is the key to many scientific discoveries and engineering innovations. It is used to tackle computationally-intensive problems in fields as diverse as drug discovery, modeling of global climate system, seismic processing for oil and gas, green energy, genomics and bioinformatics, and astrophysics. Scientific/engineering simulations are mainly written with the Message-Passing Interface (MPI) library. Parallel processes in these simulations compute on their local data while extensively communicating with each other through the MPI library. Communication adversely affects the performance and scalability of MPI applications running on HPC clusters. With the availability of multi-core and soon many-core architectures offering increasing parallelism at all levels, HPC clusters consisting of hundreds of thousands of nodes with millions of cores and complex network topologies are poised to break the Exaflops (10^18 floating point operations per second) barrier in the coming years. With the emergence of such highly hierarchical clusters, MPI has to be optimized for performance and scalability in order to cope with the ever-increasing demands of large-scale simulations. The proposed research is highly original and innovative in the sense that it addresses key issues in MPI, by including topology-awareness for process mapping, by incorporating dedicated queues for partner processes, by quality of service provisioning partner/non-partner traffic, and by developing fiber-based asynchronous progression techniques. The outcome of this research will be relevant to various sectors in Canada, including Environment Canada, Compute Canada, Canada Genome Sciences Centre, oil and gas industries, and ultimately the Canadian public at large. It is expected that the findings from this research will have significant impact on the target community, and that it will lead to new directions for future research. The proposed research is ideal for training HQP in that it has a strong foundation that translates immediately into practical applications and implementations. There is a high demand for graduates in HPC and networking, and the HQP trained will be well positioned to compete for jobs in academia and industry.""485863,""Afshaninaghadeh, Peyman"
"473510"	"Ahmad, Omair"	"Design and implementation of signal processing algorithms and architectures for communication and other applications"	"The field of digital signal processing (DSP) has experienced explosive growth during the past couple ofdecades. The DSP techniques have become integral parts of the products and services that we need orencounter in our daily lives. The research efforts of the applicant in this area during the past five years have led to some very concrete results that have been shared with the international scientific community, both from academia and industry, and have given rise to new ideas and directions that need to be further investigated. The overall objective of the proposed research is to develop efficient algorithms and architectures and to lay sound mathematical foundations for reliable processing of speech, image/video, image and genomic signals, and for their efficient software and hardware implementations for multimedia communication and other applications.The distortion of images by additive or multiplicative noise is common during their acquisition, compression, storage, transmission and reproduction. Presence of the noise makes the automatic interpretation of image data very difficult. Pitch estimation of noise-corrupted speech, and identification and modeling of noisy speech systems are vital for reliable design of speech communication systems. Emerging communication and information networks deal with high volumes of digital speech, image and video signals and with their transmission through over-congested communication channels. Fundamental to these activities are the signal compression, and pre- and post-processing of such signals. Efforts will be put to reach solutions to these problems through the design and implementation of DSP algorithms that are cost effective and superior in performance. Regulation of gene expressions is a dynamic process. Understanding of the gene interactions that contribute to certain diseases provide valuable information for pharmaceutical and biotechnology industries. Signal processing techniques for the analysis of genomic signals and for modeling of the dynamics of gene regulation will be developed. Discrete transforms are essential to signal processing tasks. To this end, new parameterized transforms capable of optimizing the performance of given applications will be investigated. Fast and efficient techniques for computing these transforms will be undertaken. Research efforts will also be directed towards efficient software and VLSI implementations of the algorithms developed in this proposal.""492655,""Ahmad, Sayyad"
"478575"	"Ahmed, Maher"	"Multiple sensors system for sign language recognition"	"Sign language consists of symbolic gestures to establish communication by combining the shape, orientation and movement of hands and arms, as well as facial expressions to fluidly express a speaker's thoughts. American Sign Language is the primary means of communication for more than half million deaf people in the United States and Canada. My research is focused on communication with the hearing-impaired by developing a software tool that can interpret sign language. There are two methods of collecting information about hand gestures, data gloves and video cameras. Data glove is a glove equipped with sensors that sense the movements of the hand and interfaces those movements with a computer. The data obtained from data gloves are concise and requires little post-processing. However, the data gloves are limited by the number of sensors and they do not capture facial expressions which some signers use to communicate additional information. Some recent research has been shown that video cameras can capture hands positions as well as facial expressions. However, such cameras are prone to typical computer vision problems such as occlusion and sensitivity to lighting conditions. These vision-based methods typically use image processing techniques to segment the hand from the image background, and extract features such as the fingertips for use in gesture recognition. The proposed system depends on the inputs from the gloves and a single camera. It consists of four modules. First, the real time hand tracking and extraction algorithm is applied to trace the moving hand and extract the hand region. Secondly, Fourier or wavelet descriptors will be adopted to characterize the spatial features. A motion analysis will be conducted to characterize the temporal features. The new feature vector will be created with both spatial and temporal features. In the third module, the description of hand shape, orientation, and movements are used as inputs to the training module for the segmentation and recognition. The collected data will be transferred to the fourth module for classification and the word corresponding to the sign will be determined. This research will allow a hearing-impaired person to communicate with other people.""484236,""Ahmed, Marya"
"479336"	"Aimez, Vincent"	"Nanointegration for sustainable photonics solutions"	")This DG proposal builds on expertise accumulated at uSherbrooke to develop improved structures for optoelectronics integration on silicon devices, as well as for high efficiency photovoltaic cells for the next generation of solar energy supplies. Our ability to make advanced nanostructures provides a toolbox of solutions that we can bring to bear on this technology objective. The work connects closely with industry leaders in the domain (both in Canada and abroad) as well as with other university groups engaged in system deployment aspects of these devices.     )As a result, we are part of a major Canadian initiative offering global leadership in the topic of Concentrator PhotoVoltaics (CPV) and our researchers enjoy a stimulating range of connections with other academics and industry players, providing valuable opportunities for career development of the HQP generated by this work. We are fortunate that the emergence of this industry interest occurs at a time when our experience with technologies developed for Light Emitting Diodes (LEDs) and high performance transistors offers a convergence of solutions applicable to industry for the related challenges of optoelectronics on silicon as well as the new solar power marketplace.      )Our proposed approach aims at lower-cost processes for integrating multiple functions onto a single substrate, and as well as enabling more cost effective and reliable photovoltaic devices, we anticipate that the techniques developed will also be usable in other device contexts, such as applications in the biosensing and biomedical arenas.  The device development proposed will take advantage of a very close relationship with the advanced epitaxy group at uSherbrooke, the SUNLab group in Ottawa and will help to position Canada on the international scene by training experienced graduate students in device technology relevant to the new MiQro Innovation Collaboration Centre at Bromont, (a $382M investment to build a world-class innovation centre leading to the commercialization of electronic products of the next generation).""487355,""Ainslie, Philip"
"479068"	"Aitchison, Stewart"	"Photonic nanowires for optical sensing and signal processing"	"Developments in nanotechnology underpin many areas of science and technology. The ability of accurately structure surfaces, materials and devices on the length scale of 1 - 100 nm opens up new device and system possibilities in the areas of ICT, biomedical sensing and environmental monitoring. The program of research outlined in this proposal covers the use of nanofabrication processes based around electron beam lithography and their application to develop high refractive index contrast waveguide structures. There are three areas where student projects will be focused over the next five years, a) electron beam lithography and process development b) photonic wires for wavelength conversion and 3) Photonic wires for optical sensing applications. In 2009 we officially opened our new electron beam lithography system, which allows features down to 10 nm to be defined across large areas. The high beam current, and low stitching errors possible with this tool allow a wide range of structures to be patterned, including nano-structured surfaces for biology, sensing and photonics.  The quality of the underlying fabrication processes dictates the quality of the final waveguides, resonators and photonic crystals. We plan to optimize the ebeam patterning process to reduce the minimum feature size, improve writing time and reduce edge roughness that leads to high scattering losses in photonic waveguide structures.  The use of high refractive index contrast waveguides to implement wavelength conversion has many advantages. The small core size increases the local intensity, the waveguide structure can be used to dispersion engineering the waveguide to enable phase matching and resonators can be used to further enhance the conversion efficiency. The ability to engineer the dispersion and field profile in a nanowire waveguide also has applications in optical sensing. By narrowing the waveguide, incorporating a photonic crystal, or defect state it is possible to control the overlap of the optical field with the sensing material. The program of research outlined in this application will provide an ideal training ground for students who will gain skills in nanofabrication, integrated optical circuit design and optical testing.""483488,""Aitchison, Stewart"
"481818"	"Ajib, Wessam"	"Efficient resource allocation schemes for cognitive radio networks: agile spectrum sharing and enabling technologies"	"In recent years, wireless applications have become increasingly crucial while the number of wireless users has constantly been growing. However, the radio spectrum is a scarce natural resource; and its majority is allocated to well-identified licensed users. In general, licensed users are unwilling to share their spectrum with other unknown users and a large part of the licensed spectrum is not fully utilised. Cognitive Radio (CR) technology (based on software defined radio) presents a practical approach to spectrum scarcity and to its underutilisation. This is achieved by implementing the concept of dynamic spectrum access such that unlicensed CR users can dynamically access the licensed spectrum, without causing harmful interference to licensed users. This research program focuses on developing original and innovative efficient resource allocation schemes for the integration of CR technology in emerging wireless networking techniques. First, we will investigate CR nodes operating with cooperative communication - that builds a virtual multi-antenna system by making use of the antennas available in the neighbour nodes. This integration creates a cognitive cooperative system where efficient resource allocation algorithms are critical for extracting the benefits of both the cognition and the cooperation. Second, we will study the integration of dynamic spectrum access into femtocell cellular systems. Femtocell systems provide a high-throughput high-mobility service to answer the more-challenging requirements of new wireless applications. Each femtocell contains one low-power low-cost high-throughput base station connected to the wide cellular network through a reliable high speed connection. Femtocell benefits can be significantly curtailed without efficient resource allocation, spectrum access and interference control schemes. The benefits of this program include the contribution to fundamental and practical knowledge, the resulting good insights and better understanding of the dynamic spectrum access integration, the training of several graduate students in the emerging forefront areas of wireless technology, highly demanded in Canada, and the resolution of industrial problems related to efficiently implementing CR technology in wireless networks.""479547,""Ajila, Samuel"
"479624"	"Alhajj(Elhajj), Reda"	"The power of data mining and machine leaning techniques in social network modeling and analysis"	"This research program studies how the social network model and data mining techniques complement each other to produce a powerful framework that can successfully tackle a wide range of applications in different domains. Though, research on social networks started in anthropology and sociology in 1930s, the recent development in technology has influenced the field and rapidly increased its popularity. A social network consists of a set of actors called individuals and how they are linked to reflect relationships inspired from the domain within which they are studied. For example, people may be linked as students to reflect their enrollment in courses; proteins may be linked based on their functions within the body. On the other hand, data mining techniques are effective in discovering implicit knowledge hidden in the analyzed data. We argue that the social network model can be enriched with more valuable knowledge that can be extracted from the underlying data by employing data mining and machine learning techniques. The analysis of social networks may lead to valuable discoveries that may have essential social and economic impacts. From a social perspective, the discoveries may highlight membership in terrorist groups, common hobbies, family relationships, occupations, friendship, etc. From economic perspective, the analysis may lead to better identification of certain target customer groups, the development of drugs, exceptional weather conditions, unusual trends in the stock market, etc. ""492788,""Alhamami, Mosa"
