"id"	"researcher_name"	"application_title"	"application_summary"
"454428"	"AissaJaidi, Sonia"	"Cognitive radio networks for agile ubiquitous communications: fundamental analysis, enabling technologies, and service provisioning"	"Enabled by regulatory changes and technology advances, cognitive radio (CR) is emerging as the promising solution for utilizing the radio spectrum in an efficient way to satisfy the increasing demands for spectrum access, and provide ubiquitous communications in the future generation of wireless systems. CR offers new perspectives for spectrum sharing opportunities. However, this can only be achieved by implementing intelligent, flexible and dynamic spectrum-sharing control and management between the different involved parties, e.g., service/content providers and users. This trend poses significant challenges, which range from defining the fundamental performance limits of this radio technology to designing communication strategies and protocols that ensure efficient deployment and operation of future cognitive radio networks (CRNs). In this context, the main goal of this research program is to advance fundamental contributions to enable essential functionalities in future CRNs. Our focus is on developing communication strategies and networking protocols that make the best use of the available resources and deliver ubiquitous communications and quality of service guarantee. To that end, we propose solutions built upon an agile architecture that provides the CRN with the most useful control capabilities and adaptation, and demonstrating an awareness of the environment and an ability to automatically react to changes and requirements. Our research program couples research and educational development closely, and will integrate communication theory and networking in a unique and natural fashion. We will introduce a quantitative, systematic and fundamental approach to CR networked communications. Our research will be in a leading position for providing smart and reliable communication schemes for these emerging environments. As such, significant technical and industrial impacts are expected from this research program. The new technologies to be developed will not only result in high-technology transfer, but will also contribute to placing Canada at a cutting-edge in the development of new wireless technologies. The research program will also provide leading-edge training for graduate students.""453341,""Aissaoui, Rachid"
"449680"	"Akyel, Cevdet"	"Calculation of mutual inductance, magnetic force and torque"	"SUMMARYCalculating the magnetic forces, torques, mutual inductances and the magnetic fields of permanent magnets are essential and required for many industrial and commercialised applications (i.e., implantable medical devices, levitation systems, induction coil launchers, sensors, actuators, transducers, coil models for eddy current inspections, design of the superconductor magnet). In this study,  An analytical-numerical model is proposed to calculate the magnetic force, the magnetic torque and the mutual inductance for different coil configurations as and the calculation of the magnetic field of permanent magnets with radial and axial polarizations. Our approach is based on either Amperian or Coulumbian approach to obtain these important electrical parameters in semi-analytical form. Obtaining these semi-analytical forms are very essential for the industrial and commercialised applications requiring fast and accurate solutions because of time cost of the powerful numerical methods such as FEM and BEM""452602,""Al, Tom"
"449554"	"Alagar, Vangalur"	"A framework for the development of a family of trustworthy systems"	"Software plays a predominant role in our society, often not just guiding us but forcing us to respond to specific actions, bringing thus both rewards and risks. Software for smart medical devices and on-line health care systems are prime examples. They bring enormous benefits, but when they malfunction or fail the patients are in peril. Safety, security, and privacy are the attributes that determine trust in such applications. In the sector of on-line finance and E-commerce, software can be trusted only if it is secure, provides timely service, enforces obligations, and affords privacy. In transportation domain, aircrafts have autopilots installed in them, which once initialized will take away the control of a pilot, resulting in cruising pleasure and occasionally resulting in a severe accident. Safety, security, reliability, and availability are all essential attributes to ensure trust in such software. In the energy sector, large power grids and nuclear power plants should be safe-guarded and protected without fail. Without a direct evidence of safety and security software that monitors and manages these systems cannot be trusted. These examples illustrate the types and severity of risks that vary from one sector to another sector. The risk in interacting with software must be made explicit in order that clients may decide how well they want to trust the system before using it. In particular, for software in privacy and safety-critical domains the dependability argument must be in the form of direct evidence that can be audited by a third party who need not be an expert. This argument should be an expression that includes the global context information, the critical properties of the software, and assumptions on its embedding, its environmental constraints, and direct evidence that the specified properties are satisfied. The goal of this research is the investigation of theory, methods, and a framework for a rigorous development of a family of trustworthy systems. The development framework should be general enough to enable the development of a trustworthy system in any domain for which a contract is specified. Formally constructing a chain of direct evidence and validating it at all stages of system development is an essential activity.""464310,""AlAidroos, Naseem"
"455149"	"Allison, Robert"	"Stereoscopic surface perception in real and virtual environments"	"Display technology is becoming increasingly sophisticated and seamlessly integrated into a broad range of activities and situations in modern life. One such technology is augmented reality systems that seek to combine two or more views of a scene into a single view that looks perceptually 'fused'. Typically one is a direct or camera view of the real world and the other is a transparent overlay that adds graphical elements to augment the scene. Advances require both continued progress in display technology and an understanding of basic human perceptual mechanisms that permit or limit the use of the devices. Designers of such displays face challenges in effective presentation of information on these displays without interfering with the user's ability to extract important information from the scene. Often one wishes to superimpose virtual markings on real surfaces to have them form a single augmented object; other times the goal is to have perceptually distinct virtual and real features and transparency is potentially useful. This research program will provide essential data about surface cohesion, segregation and transparency for imagery typical of many augmented reality and heads-up display applications. We will also look at the role of dynamic focus cues in defining and segregating surfaces and the utility of these cues in information display. These advances will allow me to propose design rules, heuristics and tolerances that will aid the specification, design and calibration of stereoscopic displays for demanding applications such as aircraft simulation, augmented reality and remote operation of robotic vehicles. In terms of basic vision science, the significance of this work is to understand the mechanisms for stereoscopic surface perception, which is of practical importance in computer graphics and simulation and may suggest solutions for analogous problems in computer vision. ""461430,""Allison, WilliamTed"
"454618"	"Amari, Smain"	"Advanced theory and design of microwave components with arbitrary bandwidth"	"The drive towards miniature components and systems in information technology, biomedical engineering and bio-engineering continues at fast paste. However, by reducing the size of these components, strong, and often unwanted interaction, between the constitutive parts can not be ignored. It then becomes practically impossible to accurately model the system as a set of localized physical entities. An equivalent circuit of these compact systems must take into account the strong correlation between its elements and carefully handle their physical meaning and interpretation.The theory of representation has been pivotal in some of the most spectacular successes in fundamental physics such as quantum mechanics and mathematics such as group theory. Unfortunately, it has found little or no applications in engineering except in some areas of control theory and automation. The applicant has recently shown that representation theory sheds new light on how sophisticated components in microwave, wireless and satellite communications work and can be modeled. The goal of the proposed research is the development of novel models and advanced design techniques which are applicable to passive components of arbitrary bandwidth for microwave, optical and nano-technology applications. Emphasis will be on those systems with direct applications in information technology and biomedical engineering. ""472212,""Amelard, Robert"
"457315"	"Aravind, AlexAlagarsamy"	"Development and performance study of synchronization algorithms"	"As technology advances, computing with multicore processors is becoming ubiquitous, and in the near future almost all computers and computing devices will have multicore processors sharing common memory. Also, on the application side, automation is slowly infiltrating into everyday life. Concurrency is inherent in both modern computing technologies and most applications that involve interactions with human and other systems. As a result, future systems are becoming inevitably concurrent and we are entering into concurrent programming era. This paradigm shift, although it faces many challenges, seems unavoidable. My research focuses on the fundamental issues and applied aspects of programming for concurrent systems. In particular, I am interested in designing novel synchronization algorithms, proving their correctness, building software tools for verification and visualization of synchronization algorithms, and studying a select set of algorithms for their suitability in practical use. As a result, new synchronization algorithms suitable for different applications will be proposed, and software tools will be developed to identify and implement suitable algorithms to solve various synchronization problems encountered during the design and development of software systems. Concurrently, I will work  systematically towards developing a theory of synchronization algorithms.""466401,""Arbanas, Carolyn"
"455056"	"Arbel, Tal"	"Probabilistic inference in computer vision and medical imaging"	"Advances in medical imaging have permitted a large amount of information to be made available to medical experts.  However, in many cases, the information is difficult to use for guidance and diagnosis without further interpretation. Image-guided neurosurgery systems (IGNS), for example, have provided a wealth of patient-specific pre-operative images (e.g. MRI, fMRI) to the surgeon during the procedure to use for planning and guidance. However complex brain movements during open-skull operations reduce the effectiveness of using these images for guidance. The objectives of the proposed research program are to develop new probabilistic frameworks in computer vision for a wide range of medical contexts, where they have the potential to lead to concrete improvements in medical diagnosis and patient care. Specifically, we will begin by developing probabilistic medical image registration tools that will permit us to quantify the uncertainties in the resulting interpretation. In the context of neurosurgery, this will permit us to match tracked intra-operative images (e.g. ultrasound) to pre-operative images in order to quantify and correct for brain deformations, and to communicate to the surgeon where the system has confidence in the interpretation.  This leads to the first active image-guided neurosurgery system (AIGNS) where visual feedback will permit a surgeon to optimize placement and use of intra-operative imaging systems to reduce ambiguities in the interpretation. Clinical benefits include faster and more accurate surgical procedures, and reductions in patient trauma and hospital costs. We will also apply the framework to breast cancer radiotherapy, with the goal of attaining more accurate radiation treatment of lumpectomy (resected tumour) sites. Finally, this proposal aims to develop new probabilistic frameworks to automatically learn the local statistical variability of image patterns from large datasets of brain images, potentially leading to breakthroughs in our understanding of the natural variability of healthy human brains and to discoveries of new biomarkers of neurological diseases (e.g. Alzheimer's).""466255,""Arblaster, Jennifer"
"450212"	"Atkins, Stella"	"Medical image display and analysis for diagnosis and treatment"	"Medical images such as magnetic resonance images (MRI) and colour skin images can be used for research, for diagnosis, and for surgery planning. Our planned research will focus on Diffusion Tensor MR images (DT-MR), a  new medical imaging modality that measures the random motion of water molecules in biological tissues (mainly the brain and heart) non-invasively and in vivo. It results in a 3D image where at each voxel the direction of water diffusion is modeled as a diffusion tensor. Processing and analysing DT-MR images such as performing noise reduction, segmentation, registration, etc. requires working with diffusion tensor distance metrics. Several DT distance metrics have been proposed; we are working on new metrics which separate the shape of the tensor from the angle. This approach has promise in studying brain disorders such as Parkinson's Disease, and in locating regions of the brain where the fiber tracts exhibit anisotropy. Another area of research is in dermoscopy, where using either polarized light or oil applied to the skin, the stratum corneum becomes translucent and otherwise undetectable morphological structures, known as dermoscopic structures, become visible. Proper interpretation of these dermoscopic structures leads to increased diagnostic accuracy. We also are trying to improve the design of medical workstations used by radiologists and surgeons when viewing medical images and performing surgery, using light-weight head-mounted eyegaze trackers being developed by a new Canadian company.All our research is highly interdisciplinary, performed in collaboration with MDs and radiologists as well as other scientists.Our interests in medical image display and analysis also include other medical areas where computers are used, such as in medical workstation design, computer-assisted diagnosis and in telehealth, including specifically the use of telepathology and teledermatology in remote diagnoses.""453166,""Atkinson, Gail"
"457950"	"AuclairFortier, MarieFlavie"	"Vision panoramique pour la modélisation d'environments virtuels réalistes"	"Une des problématiques des environnements interactifs est la modélisation 3D de décors dans divers contextes (ex. pré-production cinématographique, visites virtuelles). Présentement, cette modélisation se fait par des artistes infographistes de façon manuelle. Le programme de recherche proposé se situant dans ce contexte a pour objectif de permettre de construire une modélisation informatique 3D d'un décors réel existant, en utilisant les possibilités offertes par la technologie de la vision panoramique qui comprend l'ensemble des capteurs et algorithmes permettant de construire des images ayant un champ visuel très large (allant jusqu'à 360°). Les images produites par les capteurs pluridirectionnels sont déformées géométriquement et photométriquement et donc nécessitent un traitement avant leur utilisation dans un contexte plus large.  Les capteurs traditionnels sont beaucoup moins onéreux et offrent une résolution beaucoup plus élevée que les capteurs pluridirectionnels mais ont besoin d'artifices algorithmiques de recoupement d'images (mosaïques) pour créer les images panoramiques. Le programme proposé vise à mettre au point des méthodes et techniques permettant de passer de une ou plusieurs images panoramiques à un modèle 3D représentant la scène voulue. Ces méthodes et techniques incluront la représentation de la scène en image panoramique à 360° par correction géométriques, photométriques ou par mosaïques, l'extraction des indices de profondeur à partir d'une ou plusieurs de ces images et la modélisation 3D comme telle. La modélisation 3D par la vision panoramique est un domaine relativement peu exploité et jeune. Les résultats de ce projet de recherche seront par le fait même très innovants. En plus de répondre à un besoin réel et criant du milieu cinématographique, ils pourront être transposés à d'autres applications comme les visites virtuelles de musées ou autre.""459421,""Aucoin, Marc"
"455640"	"Aycock, John"	"Proactive identification of computer security threats"	"The sheer number of threats posed to computers by malicious software like computer viruses is staggering. A number of anti-virus products defend against well over a million known threats, and that number is rising fast. The overwhelming sense within the anti-virus industry is that defenses that simply react to new threats are inadequate; proactive defenses are needed.    While most anti-virus software is proactive to a very limited extent, it does not protect our computers well against entirely new types of threat. Given that many ""bad guys"" are profit-driven now, and there are entire underground economies fueled by lapses in computer security, it is reasonable to expect that the bad guys have a lot of incentive to innovate and develop new types of threat to make even more money. Furthermore, there are any number of unfortunate examples demonstrating that motivated bad guys are extremely good at thinking outside the box and developing new attacks. Despite this, there has been relatively little academic research into new types of threats.    This research - proactive identification of computer security threats - will help fill this gap. I will research new, as yet unseen threats and discover ways to defend against them, before the bad guys discover the threats. I also examine the complicated ethical issues involved in this work. In the long term, I will be moving beyond individual threats to look at how the bad guys' future business models can be disrupted, methodical ways to discover threats proactively, and how to lay a lasting ethical foundation for proactive threat research.    Because our society in Canada and around the world relies on computers, this work has potential to positively contribute far beyond the research community, into homes and businesses. The proactive threat research I propose will allow us to jump ahead of the bad guys and have defenses in place before new threats appear.""463864,""Ayele, BelayTeshome"
